Symbol,Description,marketCapType,Pre-market Change %,Pre-market Gap %,Market capitalization,Price,Pre-market Open,Industry,Index,Sector,Exchange,Recent earnings date,Upcoming earnings date,Float shares outstanding,Average Volume 10 days,Average Volume 30 days,Average Volume 90 days,Relative Volume 1 day,Relative Volume 5 minutes,Relative Volume 30 minutes,Relative Volume at Time,Analyst Rating,Technical Rating 5 minutes
FRO,Frontline Plc,Mid caps,7.012002526847764,1.3265950726468672,3524120400.0,15.83,16.04,Marine shipping,,Transportation,NYSE,2024-11-27,2025-02-28,143053309.963,2968374.4,3479584.1666666665,2555031.277777778,2.381153339583526,9.201230224889024,3.70823289815074,2.398797339430409,Strong buy,Sell
ECO,Okeanis Eco Tankers Corp.,Small caps,6.485260770975056,0.9070294784580466,698544529.0,22.05,22.25,Marine shipping,,Transportation,NYSE,2024-11-08,2025-02-19,5312646.432975,210746.1,220194.83333333337,164624.76666666666,1.7686427123084092,5.122792962129849,2.4355828220858897,1.7592822082066977,Strong buy,Sell
HAFN,Hafnia Limited,Mid caps,4.873873873873878,2.5225225225225327,2805396480.2501984,5.55,5.69,Marine shipping,,Transportation,NYSE,2024-11-27,2025-02-27,275923020.04510796,2152488.7,2942718.9,2124268.888888889,0.877484366754093,9.640354356736744,4.348866149719479,0.8514073087623991,Strong buy,Sell
LTH,"Life Time Group Holdings, Inc.",Mid caps,3.053435114503827,3.053435114503827,4880414499.0,23.58,24.3,Other consumer services,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Consumer services,NYSE,2024-10-24,2025-03-06,80535947.94982,1166877.4,1145074.1,1291807.677777778,1.54959861888644,4.675908079137496,4.710691499371695,1.5689329709789133,Buy,Strong buy
IDA,"IDACORP, Inc.",Mid caps,2.0103232817169236,2.0103232817169236,5882585525.000001,110.43,112.65,Electric utilities,"S&P MidCap 400, Russell 3000, Russell 1000",Utilities,NYSE,2024-10-31,2025-02-13,53026516.8234,227567.4,301090.56666666665,317471.84444444446,1.1239276153147413,7.652714932126697,4.714763115869166,1.2081610441651172,Buy,Strong buy
