Symbol,Description,marketCapType,Pre-market Change %,Pre-market Gap %,marketCapType,Market capitalization,Price,Pre-market Open,Industry,Index,Sector,Exchange,Recent earnings date,Upcoming earnings date,Float shares outstanding,Average Volume 10 days,Average Volume 30 days,Average Volume 90 days,Relative Volume 1 day,Relative Volume 5 minutes,Relative Volume 30 minutes,Relative Volume at Time,Analyst Rating,Technical Rating 5 minutes
OGE,OGE Energy Corp,Mid caps,2.539062499999998,2.539062499999998,Mid caps,8230824816.0,40.96,42.0,Electric utilities,"S&P MidCap 400, Russell 3000, Russell 1000",Utilities,NYSE,2024-11-05,2025-02-20,200022634.46,1009721.6,1075709.2,1013390.2444444444,1.045604445883368,7.823326637402971,5.42650544846469,1.243038907553918,Neutral,Strong sell
