Symbol,Description,marketCapType,Pre-market Change %,Pre-market Gap %,Market capitalization,Price,Pre-market Open,Industry,Index,Sector,Exchange,Recent earnings date,Upcoming earnings date,Float shares outstanding,Average Volume 10 days,Average Volume 30 days,Average Volume 90 days,Relative Volume 1 day,Relative Volume 5 minutes,Relative Volume 30 minutes,Relative Volume at Time,Analyst Rating,Technical Rating 5 minutes
ITCI,Intra-Cellular Therapies Inc.,Large caps,34.552545588700326,11.731843575418988,10057843052.0,94.87,106.0,Pharmaceuticals: major,"NASDAQ Composite, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000, NASDAQ Biotechnology",Health technology,NASDAQ,2024-10-30,2025-02-26,99092181.594,838062.1,588744.7,576159.8888888889,9.315679077084424,5.514694468877735,1.7167214747226789,13.99585055816186,Strong buy,Sell
FRO,Frontline Plc,Mid caps,4.468949506674402,2.7278003482298248,3835792367.000001,17.23,17.7,Marine shipping,,Transportation,NYSE,2024-11-27,2025-02-28,143053309.963,3636932.0,3686013.8333333335,2614386.1555555556,2.6316286112695217,6.110443396043802,3.032849200630078,2.624745069937317,Strong buy,Neutral
X,United States Steel Corporation,Mid caps,3.913551401869148,1.6063084112149448,7709853508.0,34.24,34.79,Steel,"S&P MidCap 400, Russell 3000, Russell 1000",Non-energy minerals,NYSE,2024-10-31,2025-01-30,222345103.95,10365463.7,7580066.766666667,7027284.688888889,0.7506838918956212,6.221985353567668,2.257000370621266,0.8260630924879178,Buy,Buy
CMC,Commercial Metals Company,Mid caps,3.4335679249306876,3.4335679249306876,5328650692.999999,46.89,48.5,Steel,"Russell 2000, S&P MidCap 400, Russell 3000, Mini-Russell 2000",Non-energy minerals,NYSE,2025-01-06,2025-03-20,112341594.594,1182231.9,1041916.4,921911.6333333332,1.5862574894119068,6.222513324072068,4.694650619318761,1.4982517155059336,Buy,Strong sell
MGY,Magnolia Oil & Gas Corporation,Mid caps,2.491961414791001,1.969453376205796,4890406014.0,24.88,25.37,Oil & gas production,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Energy minerals,NYSE,2024-10-30,2025-02-18,186286271.932,1770899.9,1946294.1,1957121.1222222224,1.6415666069136523,13.047466157200413,4.0318593872129815,1.7051902228999114,Buy,Sell
