date,company,cik,form
2020-06-09,TECOGEN INC.,1537435,25
2020-06-08,"RUBICON PROJECT, INC.",1595974,25
2020-06-08,APACHE CORP,6769,25
2020-06-08,APACHE CORP,6769,25
2020-06-05,Aphria Inc.,1733418,25
2020-05-29,"FTS International, Inc.",1529463,25
2020-05-20,Zyla Life Sciences,1586105,25
2020-05-11,Allergan Funding SCS,1620554,25
2020-05-04,EMMIS COMMUNICATIONS CORP,783005,25
2020-05-01,CONTINENTAL MATERIALS CORP,24104,25
2020-04-20,QUALSTAR CORP,758938,25
2020-04-15,Plymouth Industrial REIT Inc.,1515816,25
2020-04-14,Benitec Biopharma LTD/ADR,1552795,25
2020-04-06,"Roadrunner Transportation Systems, Inc.",1440024,25
2020-03-30,EMBRAER S.A.,1355444,25
2020-03-30,Embraer Netherlands Finance B.V.,1643219,25
2020-03-30,Yabora Industria Aeronautica S.A.,1799498,25
2020-03-26,WHEELER EUGENE WINSTON JR,1484012,25
2020-03-26,MYERS MATTHEW WAYNE,1785963,25
2020-03-26,MICRON SOLUTIONS INC /DE/,819689,25
2020-03-19,Blue Capital Reinsurance Holdings Ltd.,1582086,25
2020-03-10,SANDSTORM GOLD LTD,1434614,25
2020-03-09,LGL Systems Acquisition Corp.,1777946,25
2020-02-27,Seaspan CORP,1332639,25
2020-02-27,Seaspan Holdco IV Ltd.,1743213,25
2020-02-27,Seaspan Holdco I Ltd.,1743215,25
2020-02-27,Seaspan Holdco I Ltd.,1743215,25
2020-02-27,Seaspan Holdco II Ltd.,1743214,25
2020-02-27,Seaspan Holdco II Ltd.,1743214,25
2020-02-27,Seaspan Holdco IV Ltd.,1743213,25
2020-02-27,Seaspan Investment I Ltd.,1743212,25
2020-02-27,Seaspan Investment I Ltd.,1743212,25
2020-02-27,Seaspan CORP,1332639,25
2020-02-27,Seaspan Holding 140 Ltd.,1743200,25
2020-02-27,Seaspan Holding 140 Ltd.,1743200,25
2020-02-27,Seaspan Management Services Ltd,1743224,25
2020-02-27,Seaspan CORP,1332639,25
2020-02-27,Seaspan Containership 2181 Ltd.,1743216,25
2020-02-27,Seaspan Containership 2181 Ltd.,1743216,25
2020-02-27,Seaspan Management Services Ltd,1743224,25
2020-02-27,Seaspan Holdco III Ltd.,1743238,25
2020-02-27,Seaspan (Asia) Corp,1743254,25
2020-02-27,Seaspan Containership 2180 Ltd.,1743255,25
2020-02-27,SEASPAN CAPITAL LTD.,1776539,25
2020-02-27,Seaspan (Asia) Corp,1743254,25
2020-02-27,Seaspan Advisory Services Ltd,1743246,25
2020-02-27,Seaspan Advisory Services Ltd,1743246,25
2020-02-27,Seaspan Holdco III Ltd.,1743238,25
2020-02-27,Seaspan Ship Management Ltd.,1743237,25
2020-02-27,Seaspan Ship Management Ltd.,1743237,25
2020-02-27,Seaspan 140 Ltd.,1743231,25
2020-02-27,Seaspan 140 Ltd.,1743231,25
2020-02-27,Seaspan Crew Management Ltd.,1743225,25
2020-02-27,Seaspan Crew Management Ltd.,1743225,25
2020-02-27,Seaspan Containership 2180 Ltd.,1743255,25
2020-02-24,LADENBURG THALMANN FINANCIAL SERVICES INC.,1029730,25
2020-02-24,TURQUOISE HILL RESOURCES LTD.,1158041,25
2020-02-20,"YayYo, Inc.",1691077,25
2020-02-10,Mountain Province Diamonds Inc.,1004530,25
2020-02-10,CONMED CORP,816956,25
2020-02-03,"FRONTEO, INC.",1550935,25
2020-02-03,AMBAC FINANCIAL GROUP INC,874501,25
2020-02-03,AMBAC FINANCIAL GROUP INC,874501,25
2020-01-31,"Intellicheck, Inc.",1040896,25
2020-01-29,PARKER DRILLING CO /DE/,76321,25
2020-01-23,"ESTRE AMBIENTAL, INC.",1716586,25
2020-01-13,Global X Funds,1432353,25
2020-01-13,Global X Funds,1432353,25
2020-01-03,ETF Series Solutions,1540305,25
2020-01-03,ETF Series Solutions,1540305,25
2019-12-31,IEC ELECTRONICS CORP,49728,25
2019-12-31,JMP GROUP LLC,1302350,25
2019-12-31,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",109380,25
2019-12-31,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",109380,25
2019-12-31,JMP Group Inc.,1383803,25
2019-12-31,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",109380,25
2019-12-31,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",109380,25
2019-12-30,NII HOLDINGS INC,1037016,25
2019-12-30,INDUSTRIAL SERVICES OF AMERICA INC,4187,25
2019-12-30,FERRELLGAS PARTNERS L P,922358,25
2019-12-30,VONAGE HOLDINGS CORP,1272830,25
2019-12-30,Ark ETF Trust,1579982,25
2019-12-30,Invesco Exchange-Traded Self-Indexed Fund Trust,1657201,25
2019-12-27,NOBLE ENERGY INC,72207,25
2019-12-27,Noble Midstream Partners LP,1647513,25
2019-12-26,Northern Lights Fund Trust IV,1644419,25
2019-12-23,Oasis Midstream Partners LP,1652133,25
2019-12-23,Oasis Petroleum Inc.,1486159,25
2019-12-20,CONDUENT Inc,1677703,25
2019-12-20,"Eagle Financial Bancorp, Inc.",1699018,25
2019-12-16,DHX Media Ltd.,1490186,25
2019-12-13,Quarterhill Inc.,1518419,25
2019-12-09,VanEck Vectors ETF Trust,1137360,25
2019-12-09,Motif Bio plc,1674657,25
2019-12-06,"MRI INTERVENTIONS, INC.",1285550,25
2019-12-06,Booking Holdings Inc.,1075531,25
2019-12-05,"Kaleyra, Inc.",1719489,25
2019-12-05,"Kaleyra, Inc.",1719489,25
2019-12-04,CBS CORP,813828,25
2019-12-02,CELGENE CORP /DE/,816284,25
2019-12-02,"Rafael Holdings, Inc.",1713863,25
2019-11-27,Procure ETF Trust II,1727398,25
2019-11-21,"BG Staffing, Inc.",1474903,25
2019-11-18,PLUG POWER INC,1093691,25
2019-11-08,MICROSOFT CORP,789019,25
2019-11-07,DBX ETF Trust,1503123,25
2019-11-07,DBX ETF Trust,1503123,25
2019-11-01,"TILE SHOP HOLDINGS, INC.",1552800,25
2019-10-25,NANOMETRICS INC,704532,25
2019-10-04,"Interactive Brokers Group, Inc.",1381197,25
2019-10-03,FlexShares Trust,1491978,25
2019-09-27,AdvisorShares Trust,1408970,25
2019-09-24,EXELON CORP,1109357,25
2019-09-24,EXELON CORP,1109357,25
2019-09-23,"Avid Bioservices, Inc.",704562,25
2019-09-23,VODAFONE GROUP PUBLIC LTD CO,839923,25
2019-09-20,AU OPTRONICS CORP,1172494,25
2019-09-20,Entree Resources Ltd.,1271554,25
2019-09-03,BT GROUP PLC,756620,25
2019-08-19,"Ubiquiti Networks, Inc.",1511737,25
2019-08-19,DYNASIL CORP OF AMERICA,30831,25
2019-08-13,Oasmia Pharmaceutical AB,1607245,25
2019-08-06,DNP SELECT INCOME FUND INC,806628,25
2019-08-05,MICRON TECHNOLOGY INC,723125,25
2019-07-31,XEROX CORP,108772,25
2019-07-29,SSLJ. COM Ltd,1709563,25
2019-07-25,"YogaWorks, Inc.",1703497,25
2019-07-25,HEXO Corp.,1690947,25
2019-07-25,"WCF Bancorp, Inc.",1667944,25
2019-07-23,Point.360,1398797,25
2019-07-22,NORTHWEST PIPE CO,1001385,25
2019-07-15,"Ascent Capital Group, Inc.",1437106,25
2019-07-11,"ARC Group Worldwide, Inc.",826326,25
2019-07-08,"Melrose Bancorp, Inc.",1600890,25
2019-07-08,"Pepper Food Service Co., Ltd.",1740303,25
2019-07-01,IHS Markit Ltd.,1598014,25
2019-06-25,TIM S.p.A.,948642,25
2019-06-25,TIM S.p.A.,948642,25
2019-06-11,PROSHARES TRUST,1174610,25
2019-06-11,Principal Exchange-Traded Funds,1572661,25
2019-06-11,PROSHARES TRUST,1174610,25
2019-06-11,PROSHARES TRUST,1174610,25
2019-06-07,"REXAHN PHARMACEUTICALS, INC.",1228627,25
2019-06-03,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORP,1267482,25
2019-05-14,Churchill Capital Corp,1744895,25
2019-05-09,BARCLAYS BANK PLC,312070,25
2019-05-09,"REED'S, INC.",1140215,25
2019-05-09,BARCLAYS BANK PLC,312070,25
2019-05-02,Global X Funds,1432353,25
2019-04-26,DBX ETF Trust,1503123,25
2019-04-26,DBX ETF Trust,1503123,25
2019-04-15,LIQTECH INTERNATIONAL INC,1307579,25
2019-04-12,Zovio Inc,1305323,25
2019-04-11,INTERNET INITIATIVE JAPAN INC,1090633,25
2019-04-04,"Federal Life Group, Inc.",1743886,25
2019-04-02,CCA INDUSTRIES INC,721447,25
2019-04-02,DEUTSCHE BANK AKTIENGESELLSCHAFT,1159508,25
2019-03-21,MB FINANCIAL INC /MD,1139812,25
2019-03-18,"Truett-Hurst, Inc.",1564709,25
2019-03-14,Union Acquisition Corp.,1725206,25
2019-03-14,APPLE INC,320193,25
2019-03-08,"One Horizon Group, Inc.",225211,25
2019-02-25,"Mondelez International, Inc.",1103982,25
2019-02-25,Gazit-Globe Ltd,1379009,25
2019-02-25,Majesco,1626853,25
2019-02-11,INDIANA GAS CO INC,50183,25
2019-02-11,SOUTHERN INDIANA GAS & ELECTRIC CO,92195,25
2019-02-11,VECTREN ENERGY DELIVERY OF OHIO INC,1232021,25
2019-02-11,VECTREN UTILITY HOLDINGS INC,1129542,25
2019-02-04,INTERLINK ELECTRONICS INC,828146,25
2019-02-01,Bellatrix Exploration Ltd.,1483405,25
2019-01-29,"CVR Refining, LP",1558785,25
2019-01-28,"Amtrust Financial Services, Inc.",1365555,25
2019-01-22,Shire Acquisitions Investments Ireland DAC,1683108,25
2019-01-22,Shire plc,936402,25
2019-01-10,"EQGP Holdings, LP",1632933,25
2019-01-10,"National American University Holdings, Inc.",1399855,25
2018-12-31,WINNEBAGO INDUSTRIES INC,107687,25
2018-12-31,Sanofi,1121404,25
2018-12-31,BOVIE MEDICAL Corp,719135,25
2018-12-31,ENEL GENERACION CHILE S.A.,926864,25
2018-12-28,UNITED NATURAL FOODS INC,1020859,25
2018-12-28,SONIC FOUNDRY INC,1029744,25
2018-12-28,INTERSTATE POWER & LIGHT CO,52485,25
2018-12-28,ALLIANT ENERGY CORP,352541,25
2018-12-26,FlexShares Trust,1491978,25
2018-12-26,FlexShares Trust,1491978,25
2018-12-26,VanEck Vectors ETF Trust,1137360,25
2018-12-21,"Walgreens Boots Alliance, Inc.",1618921,25
2018-12-11,Cambria ETF Trust,1529390,25
2018-12-10,NEWELL BRANDS INC,814453,25
2018-12-07,Gafisa S.A.,1389207,25
2018-12-07,PEPSICO INC,77476,25
2018-11-26,"CDTI ADVANCED MATERIALS, INC.",949428,25
2018-11-26,"TERADYNE, INC",97210,25
2018-11-13,REGENCY CENTERS CORP,910606,25
2018-11-01,PRAXAIR INC,884905,25
2018-10-23,"New York REIT, Inc.",1474464,25
2018-10-22,PARETEUM Corp,1084384,25
2018-10-12,WEIGHT WATCHERS INTERNATIONAL INC,105319,25
2018-10-09,VALLEY NATIONAL BANCORP,714310,25
2018-10-05,"FIRSTCASH, INC",840489,25
2018-10-02,"Interactive Brokers Group, Inc.",1381197,25
2018-10-01,"Acxiom Holdings, Inc.",733269,25
2018-09-25,"Axos Financial, Inc.",1299709,25
2018-09-24,XL GROUP LTD,875159,25
2018-09-24,XLIT Ltd.,1523700,25
2018-09-24,INTREXON CORP,1356090,25
2018-09-21,CGG,1037962,25
2018-09-14,"Cboe Global Markets, Inc.",1374310,25
2018-09-11,ADVANTAGE OIL & GAS LTD.,1468079,25
2018-09-05,"United Continental Holdings, Inc.",100517,25
2018-08-23,HUGOTON ROYALTY TRUST,862022,25
2018-08-20,CHEESECAKE FACTORY INC,887596,25
2018-08-16,"American Capital Senior Floating, Ltd.",1581934,25
2018-08-15,SIGMA DESIGNS INC,790715,25
2018-08-15,SAGA COMMUNICATIONS INC,886136,25
2018-08-13,Nationstar Mortgage Holdings Inc.,1520566,25
2018-08-09,ENGEX INC,32598,25
2018-08-08,BLACKROCK MASSACHUSETTS TAX-EXEMPT TRUST,901824,25
2018-08-08,BLACKROCK NEW YORK MUNICIPAL INCOME TRUST II,1176197,25
2018-08-08,"BLACKROCK MUNIVEST FUND, INC.",835948,25
2018-08-08,BLACKROCK MARYLAND MUNICIPAL BOND TRUST,1169029,25
2018-08-08,BLACKROCK VIRGINIA MUNICIPAL BOND TRUST,1169034,25
2018-08-08,BLACKROCK MUNICIPAL INCOME TRUST II,1176194,25
2018-08-08,"BLACKROCK MUNIYIELD ARIZONA FUND, INC.",911308,25
2018-07-26,Krane Shares Trust,1547576,25
2018-07-24,EXCHANGE TRADED CONCEPTS TRUST,1452937,25
2018-07-23,M17 Entertainment Ltd,1731946,25
2018-07-23,VICON INDUSTRIES INC /NY/,310056,25
2018-07-20,Equitable Financial Corp.,1635626,25
2018-07-17,Anthera Pharmaceuticals Inc,1316175,25
2018-07-16,VANGUARD BOND INDEX FUNDS,794105,25
2018-07-16,TiGenix NV,1581987,25
2018-07-11,TENNECO INC,1024725,25
2018-07-09,"Boardwalk Pipeline Partners, LP",1336047,25
2018-07-02,CONCHA Y TORO WINERY INC,930543,25
2018-06-25,"Extended Stay America, Inc.",1581164,25
2018-06-25,TURNER BROADCASTING SYSTEM INC,100240,25
2018-06-25,HISTORIC TW INC,1021387,25
2018-06-25,"WARNER MEDIA, LLC",1105705,25
2018-06-25,"Home Box Office, Inc.",1457937,25
2018-06-25,"ESH Hospitality, Inc.",1507563,25
2018-06-19,MARIN SOFTWARE INC,1389002,25
2018-06-15,KYOCERA CORP,57083,25
2018-06-06,Electrum Special Acquisition Corp,1639669,25
2018-06-04,Burcon NutraScience Corp,1158399,25
2018-06-01,E.W. SCRIPPS Co,832428,25
2018-05-31,SKYLINE CORP,90896,25
2018-05-30,DBX ETF Trust,1503123,25
2018-05-30,DBX ETF Trust,1503123,25
2018-05-29,PEPSICO INC,77476,25
2018-05-24,"Ominto, Inc.",1097792,25
2018-05-14,Longfin Corp,1699683,25
2018-05-14,LiNiu Technology Group,1417754,25
2018-05-07,AVNET INC,8858,25
2018-05-04,"ARGO GROUP US, INC.",1558368,25
2018-05-04,"Argo Group International Holdings, Ltd.",1091748,25
2018-05-03,EXCHANGE TRADED CONCEPTS TRUST,1452937,25
2018-04-30,SILICONWARE PRECISION INDUSTRIES CO LTD,1111759,25
2018-04-27,GSE SYSTEMS INC,944480,25
2018-04-24,Amplify ETF Trust,1633061,25
2018-04-24,Amplify ETF Trust,1633061,25
2018-04-23,Till Capital Ltd.,1625584,25
2018-04-02,NTT DOCOMO INC,1166141,25
2018-04-02,BARCLAYS BANK PLC,312070,25
2018-03-28,FIRST ACCEPTANCE CORP /DE/,1017907,25
2018-03-22,TERRA NITROGEN CO L P /DE,879575,25
2018-03-15,GENTHERM Inc,903129,25
2018-03-09,"Aspen REIT, Inc.",1694997,25
2018-03-05,"INNOVATE BIOPHARMACEUTICALS, INC.",1551986,25
2018-03-05,ETF Series Solutions,1540305,25
2018-03-02,EXCHANGE TRADED CONCEPTS TRUST,1452937,25
2018-02-26,"PAR PACIFIC HOLDINGS, INC.",821483,25
2018-02-12,TOR MINERALS INTERNATIONAL INC,842295,25
2018-02-01,Advanced Accelerator Applications S.A.,1611787,25
2018-01-29,Actua Corp,1085621,25
2018-01-19,BNSF RAILWAY CO,15511,25
2018-01-08,QIAGEN NV,1015820,25
2018-01-08,China Xiniya Fashion Ltd,1499494,25
2018-01-08,SYNGENTA AG,1123661,25
2018-01-05,"Itron Networked Solutions, Inc.",1180079,25
2017-12-29,XCEL ENERGY INC,72903,25
2017-12-28,"Spirit Airlines, Inc.",1498710,25
2017-12-26,VISTEON CORP,1111335,25
2017-12-22,ETF Series Solutions,1540305,25
2017-12-19,"Global Brokerage, Inc.",1499912,25
2017-12-19,PEPSICO INC,77476,25
2017-12-19,"Sorrento Tech, Inc.",1472343,25
2017-12-18,"bebe stores, inc.",1059272,25
2017-12-18,Norwegian Cruise Line Holdings Ltd.,1513761,25
2017-12-18,NORFOLK SOUTHERN CORP,702165,25
2017-12-15,Pendrell Corp,1359555,25
2017-12-15,ROYAL BANCSHARES OF PENNSYLVANIA INC,922487,25
2017-12-11,PRINCIPAL FINANCIAL GROUP INC,1126328,25
2017-12-11,PEOPLES FINANCIAL CORP /MS/,770460,25
2017-12-11,"AEROJET ROCKETDYNE HOLDINGS, INC.",40888,25
2017-11-30,WillScot Corp,1647088,25
2017-11-30,FGL Holdings,1668428,25
2017-11-28,8X8 INC /DE/,1023731,25
2017-11-27,WPP plc,806968,25
2017-11-15,Brookfield Property Partners L.P.,1545772,25
2017-11-13,"Cartesian, Inc.",1094814,25
2017-11-09,"Lombard Medical, Inc.",1597426,25
2017-11-09,IDEX CORP /DE/,832101,25
2017-11-07,WAYNE SAVINGS BANCSHARES INC /DE/,1036030,25
2017-11-06,Fifth Street Asset Management Inc.,1611988,25
2017-11-06,WESTERN ASSET INTERMEDIATE MUNI FUND INC.,882300,25
2017-11-03,CALIFORNIA FIRST NATIONAL BANCORP,803016,25
2017-11-02,Krane Shares Trust,1547576,25
2017-10-30,CONNECTURE INC,1211759,25
2017-10-16,"RENTECH, INC.",868725,25
2017-10-13,BLACKBERRY Ltd,1070235,25
2017-10-06,"Westbury Bancorp, Inc.",1553326,25
2017-10-06,"TherapeuticsMD, Inc.",25743,25
2017-10-06,"AOXING PHARMACEUTICAL COMPANY, INC.",1060426,25
2017-10-05,"DIGILITI MONEY GROUP, INC.",1487906,25
2017-10-04,"Perfumania Holdings, Inc.",880460,25
2017-10-03,ALERE INC.,1145460,25
2017-10-02,Nuveen Pennsylvania Municipal Value Fund,1454978,25
2017-10-02,Nuveen New Jersey Municipal Value Fund,1454980,25
2017-09-26,ETF Managers Trust,1467831,25
2017-09-19,"Workday, Inc.",1327811,25
2017-09-18,MCCLATCHY CO,1056087,25
2017-09-05,Axovant Sciences Ltd.,1636050,25
2017-09-01,Patheon N.V.,1643848,25
2017-08-31,ETFis Series Trust I,1559109,25
2017-08-21,Mobileye N.V.,1607310,25
2017-08-08,FIRST TRUST EXCHANGE-TRADED FUND,1329377,25
2017-08-07,"CENVEO, INC",920321,25
2017-08-04,INTERLEUKIN GENETICS INC,1037649,25
2017-08-02,FLUIDIGM CORP,1162194,25
2017-07-31,"INDEPENDENCE REALTY TRUST, INC.",1466085,25
2017-07-31,"GlassBridge Enterprises, Inc.",1014111,25
2017-07-26,iSHARES INC,930667,25
2017-07-26,iSHARES TRUST,1100663,25
2017-07-20,"CONDOR HOSPITALITY TRUST, INC.",929545,25
2017-07-20,FIRST TRUST EXCHANGE-TRADED FUND II,1364608,25
2017-07-17,Playa Hotels & Resorts N.V.,1692412,25
2017-07-17,"Allied World Assurance Co Holdings, AG",1163348,25
2017-07-10,WEYERHAEUSER CO,106535,25
2017-06-30,"PennTex Midstream Partners, LP",1617798,25
2017-06-29,Capitol Acquisition Corp. III,1648955,25
2017-06-26,BANK OF THE OZARKS INC,1038205,25
2017-06-22,PRIVATEBANCORP CAPITAL TRUST IV,1434228,25
2017-06-22,"PRIVATEBANCORP, INC",889936,25
2017-06-22,"PRIVATEBANCORP, INC",889936,25
2017-06-12,"CROSSROADS CAPITAL, INC.",1444706,25
2017-06-06,LUXOTTICA GROUP SPA,857471,25
2017-06-06,Cencosud S.A.,1544856,25
2017-05-24,EARTHSTONE ENERGY INC,10254,25
2017-05-22,"HC2 HOLDINGS, INC.",1006837,25
2017-05-15,GORMAN RUPP CO,42682,25
2017-05-08,DBX ETF Trust,1503123,25
2017-05-08,DBX ETF Trust,1503123,25
2017-05-08,"LILIS ENERGY, INC.",1437557,25
2017-05-05,"Altimmune, Inc.",1326190,25
2017-05-05,"Midstates Petroleum Company, Inc.",1533924,25
2017-05-01,HOOPER HOLMES INC,741815,25
2017-04-28,STILLWATER MINING CO /DE/,931948,25
2017-04-27,Savara Inc,1160308,25
2017-04-25,Modsys International Ltd,1029581,25
2017-04-21,VISIONCHINA MEDIA INC.,1415911,25
2017-04-21,"C&J Energy Services, Inc.",1615817,25
2017-04-17,Resource Services Inc.,1431773,25
2017-03-27,TANGOE INC,1182325,25
2017-03-21,NIPPON TELEGRAPH & TELEPHONE CORP,769594,25
2017-03-20,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,800459,25
2017-03-20,"Harman Finance International, S.C.A.",1640446,25
2017-03-20,"Vestin Realty Mortgage II, Inc",1327603,25
2017-02-27,Marine Harvest ASA,1578526,25
2017-02-21,Cnova N.V.,1609653,25
2017-02-14,"ShiftPixy, Inc.",1675634,25
2017-02-13,"Prism Technologies Group, Inc.",1077370,25
2017-02-06,YANZHOU COAL MINING CO LTD,1048098,25
2017-02-03,"EMERGENT CAPITAL, INC.",1494448,25
2017-01-20,RICHMONT MINES INC,1023996,25
2017-01-19,MINCO GOLD CORP,1020825,25
2017-01-04,Tyco International Finance S.A.,1385589,25
2017-01-04,Tyco Fire & Security Finance S.C.A.,1624868,25
2017-01-04,Johnson Controls International plc,833444,25
2017-01-03,DBX ETF Trust,1503123,25
2016-12-30,"PUMA BIOTECHNOLOGY, INC.",1401667,25
2016-12-30,AIXTRON SE,1089496,25
2016-12-29,Evogene Ltd.,1574565,25
2016-12-27,PROSHARES TRUST,1174610,25
2016-12-27,"PGT Innovations, Inc.",1354327,25
2016-12-27,PROSHARES TRUST,1174610,25
2016-12-27,PROSHARES TRUST,1174610,25
2016-12-23,Cambria ETF Trust,1529390,25
2016-12-21,Parnell Pharmaceuticals Holdings Ltd,1603429,25
2016-12-21,China Lending Corp,1611852,25
2016-12-19,NORTHWEST BIOTHERAPEUTICS INC,1072379,25
2016-12-12,AMERICA MOVIL SAB DE CV/,1129137,25
2016-12-12,AVIVA PLC,1140022,25
2016-12-12,IMPERVA INC,1364962,25
2016-12-09,CIPHER PHARMACEUTICALS INC,1358575,25
2016-12-05,PowerShares Exchange-Traded Fund Trust II,1378872,25
2016-12-05,POWERSHARES EXCHANGE TRADED FUND TRUST,1209466,25
2016-11-30,"P10 Industries, Inc.",1044435,25
2016-11-29,CREDIT SUISSE AG,1053092,25
2016-11-28,AG&E HOLDINGS INC.,105608,25
2016-11-18,CREDIT SUISSE AG,1053092,25
2016-11-14,TETRALOGIC PHARMACEUTICALS CORP,1361248,25
2016-11-02,CubeSmart,1298675,25
2016-10-28,AVG Technologies N.V.,1528903,25
2016-10-20,"MEDGENICS, INC.",1138776,25
2016-10-17,ETFis Series Trust I,1559109,25
2016-10-11,TOFUTTI BRANDS INC,730349,25
2016-09-27,Highland Funds I,1354917,25
2016-09-26,"Cogint, Inc.",1460329,25
2016-09-23,FXCM Inc.,1499912,25
2016-09-20,Glori Energy Inc.,1597131,25
2016-09-02,"FIRSTCASH, INC",840489,25
2016-08-30,NUVEEN REAL ESTATE INCOME FUND,1158289,25
2016-08-30,NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,1266585,25
2016-08-30,NUVEEN MISSOURI PREMIUM INCOME MUNICIPAL FUND,899782,25
2016-08-30,Nuveen New York Municipal Value Fund 2,1454981,25
2016-08-30,Nuveen California Municipal Value Fund 2,1454979,25
2016-08-19,RR Donnelley & Sons Co,29669,25
2016-08-05,"ORGANOVO HOLDINGS, INC.",1497253,25
2016-07-28,DXI Energy Inc.,1323838,25
2016-07-25,WILSHIRE BANCORP INC,1285224,25
2016-07-25,"Armco Metals Holdings, Inc.",1410711,25
2016-07-18,CLECO POWER LLC,18672,25
2016-07-15,"SPECTRUM MANAGEMENT HOLDING COMPANY, LLC",1377013,25
2016-07-15,GLOBEIMMUNE INC,1245104,25
2016-07-12,OVERSEAS SHIPHOLDING GROUP INC,75208,25
2016-07-08,ICA CORP,885012,25
2016-06-30,SENIOR HOUSING PROPERTIES TRUST,1075415,25
2016-06-30,Government Properties Income Trust,1456772,25
2016-06-30,SENIOR HOUSING PROPERTIES TRUST,1075415,25
2016-06-30,SENIOR HOUSING PROPERTIES TRUST,1075415,25
2016-06-30,FIVE STAR QUALITY CARE INC,1159281,25
2016-06-30,TRAVELCENTERS OF AMERICA LLC,1378453,25
2016-06-30,TRAVELCENTERS OF AMERICA LLC,1378453,25
2016-06-30,TRAVELCENTERS OF AMERICA LLC,1378453,25
2016-06-30,Government Properties Income Trust,1456772,25
2016-06-30,TRAVELCENTERS OF AMERICA LLC,1378453,25
2016-06-30,HOSPITALITY PROPERTIES TRUST,945394,25
2016-06-30,HOSPITALITY PROPERTIES TRUST,945394,25
2016-06-30,Select Income REIT,1537667,25
2016-06-24,PHOENIX COMPANIES INC/DE,1129633,25
2016-06-23,"Opko Health, Inc.",944809,25
2016-06-17,Tribune Publishing Co,1593195,25
2016-06-16,TRUPANION INC.,1371285,25
2016-06-06,Paragon Shipping Inc.,1401112,25
2016-06-06,Paragon Shipping Inc.,1401112,25
2016-06-03,DIAGEO CAPITAL PLC,1063250,25
2016-06-02,Biotie Therapies Corp.,1579695,25
2016-05-31,DBX ETF Trust,1503123,25
2016-05-18,FORT DEARBORN INCOME SECURITIES INC,38188,25
2016-05-12,"MaxPoint Interactive, Inc.",1611231,25
2016-05-09,REDIFF COM INDIA LTD,1103783,25
2016-04-29,ANCHOR BANCORP WISCONSIN INC,885322,25
2016-04-21,NIDEC CORP,1158967,25
2016-04-18,"ABENGOA, S.A.",1161785,25
2016-04-18,Pacific Booker Minerals Inc.,1319150,25
2016-04-15,Nuveen Enhanced Municipal Credit Opportunities Fund,1137887,25
2016-04-15,Nuveen Enhanced AMT-Free Municipal Credit Opportunities Fund,1090116,25
2016-04-15,Nuveen Enhanced AMT-Free Municipal Credit Opportunities Fund,1090116,25
2016-04-11,ADVANTEST CORP,1158838,25
2016-03-30,HK BATTERY TECHNOLOGY INC,1369203,25
2016-03-29,FIRST TRUST EXCHANGE-TRADED ALPHADEX FUND,1383496,25
2016-03-23,Steel Excel Inc.,709804,25
2016-03-18,LOJACK CORP,355777,25
2016-03-14,"Scripps Networks Interactive, Inc.",1430602,25
2016-02-19,"China Housing & Land Development, Inc.",1303330,25
2016-02-17,MASIMO CORP,937556,25
2016-02-16,RARE ELEMENT RESOURCES LTD,1419806,25
2016-02-08,"Axion Power International, Inc.",1028153,25
2016-02-05,"ITERIS, INC.",350868,25
2016-02-05,Timberline Resources Corp,1288750,25
2016-02-01,"QC Holdings, Inc.",1289505,25
2016-01-27,iSHARES INC,930667,25
2016-01-27,iSHARES TRUST,1100663,25
2016-01-25,TASMAN METALS LTD.,1474547,25
2016-01-21,MARKET VECTORS ETF TRUST,1137360,25
2016-01-04,WILLIS GROUP HOLDINGS PLC,1140536,25
