Symbol,Description,Price,Price - Currency,Industry,Market capitalization,Market capitalization - Currency,Enterprise value,Enterprise value - Currency,Price to sales ratio,"Total revenue, Annual","Total revenue, Annual - Currency","EBITDA, Trailing 12 months","EBITDA, Trailing 12 months - Currency","Revenue per employee, Annual","Revenue per employee, Annual - Currency"
NAUT,"Nautilus Biotechnology, Inc.",2.81,USD,Biotechnology,352405611.97769517,USD,202515262,USD,,0,USD,-75179000,USD,0,USD
HURA,"TuHURA Biosciences, Inc.",5.24,USD,Biotechnology,220238942.46111798,USD,199107036,USD,,0,USD,-8396000,USD,0,USD
JSPR,"Jasper Therapeutics, Inc.",22.02,USD,Biotechnology,332618691.3575448,USD,190805602,USD,,0,USD,-67006000,USD,0,USD
FHTX,Foghorn Therapeutics Inc.,8.11,USD,Biotechnology,448715381.9650259,USD,182876206.99999997,USD,11.317322529487003,34155000,USD,-91616000,USD,294439.655172414,USD
IUGNF,"Imugene, Ltd.",0.032,USD,Biotechnology,238025931.10204083,USD,179629996.4895,USD,,0,USD,,,,
ABCL,AbCellera Biologics Inc.,2.89,USD,Biotechnology,851583383.1874999,USD,178188243,USD,24.21026396484551,38025000.0000152,USD,-207970000,USD,64889.0784983194,USD
AKYA,"Akoya BioSciences, Inc.",2.9,USD,Biotechnology,143548514.7857143,USD,178072566,USD,1.4844656453827696,96633000,USD,-39486000,USD,292827.272727273,USD
CADL,"Candel Therapeutics, Inc.",5.51,USD,Biotechnology,176787123.04107144,USD,176781753,USD,,0,USD,-34372000,USD,0,USD
GLSI,"Greenwich LifeSciences, Inc.",13.93,USD,Biotechnology,183105020.93333334,USD,170227945,USD,,0,USD,-10533950,USD,0,USD
ENGN,enGene Holdings Inc.,8.84,USD,Biotechnology,390865713.9448732,USD,168137297,USD,,0,USD,,,0,USD
BNTC,Benitec Biopharma Inc.,10.72,USD,Biotechnology,212416556.14194724,USD,167121599.99987084,USD,,0,USD,-22255000,USD,0,USD
IMMP,Immutep Limited,1.915,USD,Biotechnology,283333081.2309,USD,162931304.07849997,USD,,0,USD,-31544040,USD,,
ALLO,"Allogene Therapeutics, Inc.",2.68,USD,Biotechnology,560418862.8360655,USD,159814099,USD,5391.453450232561,95000,USD,-256536999.99999997,USD,407.725321888412,USD
TRVI,"Trevi Therapeutics, Inc.",3.18,USD,Biotechnology,230842269.51923075,USD,158184755,USD,,0,USD,-43030000,USD,0,USD
OMGA,"Omega Therapeutics, Inc.",1.27,USD,Biotechnology,70046828.07194245,USD,157421426,USD,12.141147407348722,3094000,USD,-74559000,USD,32914.893617021306,USD
KOD,Kodiak Sciences Inc,3.73,USD,Biotechnology,196252946.68983954,USD,153311094,USD,,0,USD,-184951000,USD,0,USD
LXEO,"Lexeo Therapeutics, Inc.",9.83,USD,Biotechnology,324989675.52842104,USD,149950544,USD,,0,USD,-80166000,USD,0,USD
VXRT,"Vaxart, Inc. - Common Stock",0.8351,USD,Biotechnology,189934560.75877565,USD,147789777,USD,10.91800562678776,7379000,USD,-70448000,USD,59032,USD
TIL,"Instil Bio, Inc.",35.29,USD,Biotechnology,229523083.2028332,USD,139020532,USD,,0,USD,-62613000,USD,0,USD
RANI,"Rani Therapeutics Holdings, Inc.",2.31,USD,Biotechnology,130298007.08974358,USD,138552188.99999997,USD,,0,USD,-56639000,USD,0,USD
DMAC,DiaMedica Therapeutics Inc.,4.3,USD,Biotechnology,183815677.12984052,USD,133995982,USD,,0,USD,-22350000,USD,0,USD
ZURA,Zura Bio Limited,4.61,USD,Biotechnology,293998944.31856537,USD,129387586.99999997,USD,,0,USD,-41151000,USD,0,USD
ELUT,"Elutia, Inc.",3.27,USD,Biotechnology,111377312.39274925,USD,128733726,USD,3.298497329411296,24745000,USD,-18439000,USD,458240.740740741,USD
LCTX,"Lineage Cell Therapeutics, Inc.",0.88,USD,Biotechnology,166176891.70035672,USD,121842234,USD,25.669533301002232,8945000,USD,-24927000,USD,119266.666666667,USD
CRDL,Cardiol Therapeutics Inc.,1.85,USD,Biotechnology,129281187.6394052,USD,117801848.50420001,USD,,0,USD,-23072846.252,USD,,
TRAW,"Traws Pharma, Inc.",4.94,USD,Biotechnology,14945628.536831483,USD,109724010,USD,22.197324808849583,226000,USD,-20630000,USD,13294.1176470588,USD
PEPG,PepGen Inc.,7.63,USD,Biotechnology,248659424.9088542,USD,108394910,USD,,0,USD,-94365000,USD,0,USD
VSTM,"Verastem, Inc.",3.39,USD,Biotechnology,136426307.1698113,USD,107627120,USD,8.541797999999993,0,USD,-98762000,USD,0,USD
MDNAF,Medicenna Therapeutics Corp.,1.66,USD,Biotechnology,127484326.80851062,USD,103799460.82000001,USD,,0,USD,-13478492.200000001,USD,0,USD
MRSN,"Mersana Therapeutics, Inc.",2.04,USD,Biotechnology,250257111.6631579,USD,102647604,USD,7.770859992651238,36855000,USD,-101411000,USD,299634.146341463,USD
COYA,"Coya Therapeutics, Inc.",10.19,USD,Biotechnology,155105128.51999998,USD,99807911,USD,13.987433355504828,6002206,USD,-10222490,USD,750275.75,USD
FATE,"Fate Therapeutics, Inc.",2.87,USD,Biotechnology,326829538.3433963,USD,97462402.99999997,USD,25.27324255906473,63533000,USD,-176338000,USD,351011.049723757,USD
FBLG,"FibroBiologics, Inc.",2.82,USD,Biotechnology,99148735.32,USD,96067000,USD,,0,USD,-10686000,USD,0,USD
INMB,INmune Bio Inc.,6.165,USD,Biotechnology,136693162.21217713,USD,94536686,USD,1231.1257724705893,155000,USD,-37789000,USD,9117.647058823532,USD
LSB,"LakeShore Biopharma Co., Ltd",3.011,USD,Biotechnology,57452143.37434882,USD,84777650,USD,,80820050.00000009,USD,,,106622.757255937,USD
RENB,Renovaro Inc.,0.533,USD,Biotechnology,83251349.84735812,USD,83381555,USD,,0,USD,-27266440,USD,0,USD
ALBT,Avalon GloboCare Corp.,4.3,USD,Biotechnology,55145436,USD,83221665,USD,1.9925008300582123,1255681.0000006799,USD,-4177340,USD,251136.20000013598,USD
ANIX,"Anixa Biosciences, Inc.",3.97,USD,Biotechnology,127752586.90461537,USD,82995352,USD,,210000,USD,-13679000,USD,42000,USD
GLUE,"Monte Rosa Therapeutics, Inc.",9.48,USD,Biotechnology,300113109,USD,82264109,USD,60.48519202639349,0,USD,-131782999.99999999,USD,0,USD
PSTX,"Poseida Therapeutics, Inc.",2.48,USD,Biotechnology,240891956.74688795,USD,79933587,USD,2.6416507681264276,64703000,USD,-112853000,USD,196069.69696969702,USD
ONCY,Oncolytics Biotech Inc.,1.22,USD,Biotechnology,93922960.1882353,USD,76809944.76640002,USD,,0,USD,-26387038.400000002,USD,0,USD
OSTX,OS Therapies Incorporated,2.91,USD,Biotechnology,58344496.050000004,USD,73945306,USD,,,,,,,
BTAI,"BioXcel Therapeutics, Inc.",0.667,USD,Biotechnology,27176089.16966918,USD,72230141,USD,10.228248772367865,1380000,USD,-103113000,USD,18648.6486486486,USD
GUTS,"Fractyl Health, Inc.",2.76,USD,Biotechnology,132279108.10126582,USD,72057495,USD,953.9618246218495,120000,USD,-71014000,USD,,
CUE,"Cue Biopharma, Inc.",1.78,USD,Biotechnology,107169739.67567568,USD,70341424,USD,8.951137762777257,5490000,USD,-44722000,USD,103584.905660377,USD
CVM,Cel-Sci Corporation,0.92,USD,Biotechnology,58684136.25550661,USD,69666225,USD,,0,USD,-23724330,USD,,
MLLCF,Molecular Partners AG,6.35,USD,Biotechnology,233007110.1916376,USD,69286861.39999998,USD,24.509368929683315,8359314.12,USD,-66245251.1,USD,45930.29736263739,USD
MOLN,Molecular Partners AG,6.46,USD,Biotechnology,242891308.5,USD,69202236.61039439,USD,24.23664291034198,7831732.36170917,USD,-67110710,USD,43031.4964929075,USD
BDTX,"Black Diamond Therapeutics, Inc.",2.92,USD,Biotechnology,164994292.32214767,USD,69195586,USD,,0,USD,-86162000,USD,0,USD
VIGL,"Vigil Neuroscience, Inc.",3.9,USD,Biotechnology,154625362.2067039,USD,68670153,USD,,0,USD,-89622000,USD,0,USD
EPRX,Eupraxia Pharmaceuticals Inc.,2.55,USD,Biotechnology,90837516.2536443,USD,67752552.76049687,USD,,0,USD,,,,
ZIVO,"Zivo Bioscience, Inc.",19.95,USD,Biotechnology,70525921.42105263,USD,64385154,USD,901.1629855023591,27650,USD,-12974410,USD,3456.25,USD
ENTO,Entero Therapeutics Inc.,0.5789,USD,Biotechnology,2752107.853202282,USD,64373493,USD,,0,USD,-20099900,USD,0,USD
CGEN,Compugen Ltd.,1.69,USD,Biotechnology,151316571.67058823,USD,62903936,USD,3.562834571628315,33459000.000018,USD,,,492044.117647324,USD
CLYM,"Climb Bio, Inc.",4.11,USD,Biotechnology,275617294.64788735,USD,62636320,USD,,0,USD,-17841000,USD,0,USD
CSBR,"Champions Oncology, Inc.",3.98,USD,Biotechnology,54103187.263803676,USD,59942595,USD,1.1078076126727847,50155000,USD,-879000,USD,238833.33333333302,USD
LPTX,"Leap Therapeutics, Inc.",4.15,USD,Biotechnology,158797527.44444445,USD,59755072,USD,,0,USD,-65507999.99999999,USD,0,USD
SLDB,Solid Biosciences Inc.,5.83,USD,Biotechnology,225010237.5604203,USD,55409809,USD,,0,USD,-97292000,USD,0,USD
SEOVF,Sernova Corp.,0.165,USD,Biotechnology,53678586.72,USD,55303733.493480004,USD,,0,USD,-27944027.803400002,USD,0,USD
ELTX,"Elicio Therapeutics, Inc.",4.41,USD,Biotechnology,47515873.141935475,USD,52699771,USD,,0,USD,-40459000,USD,0,USD
MNPR,Monopar Therapeutics Inc.,17.83,USD,Biotechnology,62768109.5823981,USD,52481010,USD,,0,USD,-7490160,USD,0,USD
GANX,"Gain Therapeutics, Inc.",2.65,USD,Biotechnology,67668975.00000001,USD,51540230,USD,,55180,USD,-21767540,USD,1724.375,USD
CANOF,California Nanotechnologies Corp,1.0728,USD,Biotechnology,48545312.58596027,USD,51138634.8189747,USD,8.92722585748839,3317426.687794823,USD,1836550.8360000001,USD,,
TCRX,"TScan Therapeutics, Inc.",4.89,USD,Biotechnology,259042226.1111111,USD,50850010,USD,45.184199591803306,21049000,USD,-106656000,USD,136681.818181818,USD
DSGN,"Design Therapeutics, Inc.",5.53,USD,Biotechnology,313111486.98529416,USD,49702639.99999994,USD,,0,USD,-62817000,USD,0,USD
MAIA,"MAIA Biotechnology, Inc.",2.51,USD,Biotechnology,60007099.60999999,USD,48427709,USD,,0,USD,-19219980,USD,0,USD
EVFM,"Evofem Biosciences, Inc.",0.0106,USD,Biotechnology,1063484.22,USD,48394287,USD,0.9109869097888645,18218000,USD,-10909000,USD,492378.378378378,USD
PVCT,"Provectus Biopharmaceuticals, Inc.",0.1084,USD,Biotechnology,45517901,USD,47989415,USD,66.49480732673774,557710,USD,-2239060,USD,139427.5,USD
GRTSQ,"Gritstone bio, Inc.",0.0211,USD,Biotechnology,2492101.523076923,USD,47811127,USD,5.633638929435477,1331000,USD,-143352000,USD,5761.90476190476,USD
KNTPF,KINTOR PHARMACEUTICAL LTD.,0.165,USD,Biotechnology,72647313.75,USD,46922622.29570542,USD,,0,USD,-125690035.3793,USD,0,USD
OCX,Oncocyte Corporation,3.1,USD,Biotechnology,52189264.80263159,USD,45590150,USD,38.24516129032258,1503000,USD,-20243000,USD,32673.913043478304,USD
UNCY,"Unicycive Therapeutics, Inc.",0.499,USD,Biotechnology,47083747.40722892,USD,44198826,USD,,675000,USD,-28411000,USD,48214.2857142857,USD
VYGR,"Voyager Therapeutics, Inc.",7.02,USD,Biotechnology,382823434.23999995,USD,44019455.99999994,USD,2.710063049057865,250008000,USD,-1784000,USD,1543259.25925926,USD
CRIS,"Curis, Inc.",4.92,USD,Biotechnology,29416406.885771543,USD,43391933,USD,2.857385674638323,10023000,USD,-48941000,USD,204551.020408163,USD
ICCC,ImmuCell Corporation,3.57,USD,Biotechnology,27964097.64900662,USD,42900223,USD,1.218775106901716,17471669,USD,-1150080,USD,221160.367088608,USD
OKYO,OKYO Pharma Limited,1.1401,USD,Biotechnology,42696761,USD,41869912.99999887,USD,,0,USD,,,,
XBIT,XBiotech Inc.,7.71,USD,Biotechnology,234870933.27615064,USD,39890829,USD,,0,USD,-41193000,USD,0,USD
INTS,"Intensity Therapeutics, Inc.",3.175,USD,Biotechnology,43725630.099999994,USD,38994500,USD,,0,USD,-15635260,USD,0,USD
BIOF,Blue Biofuels Inc.,0.1197,USD,Biotechnology,36290407.54958131,USD,38390780,USD,,0,USD,-2245510,USD,0,USD
VBIVQ,"VBI Vaccines, Inc. (CDA)",0.0005,USD,Biotechnology,14341,USD,38131341.00000001,USD,0.0013061735203478734,8682000.00000348,USD,-45257000,USD,62913.04347828609,USD
BCAB,"BioAtla, Inc.",2.09,USD,Biotechnology,101021694.91959798,USD,36188121,USD,,0,USD,-108878000,USD,0,USD
SYRS,"Syros Pharmaceuticals, Inc.",2.11,USD,Biotechnology,56568599.93,USD,35316526,USD,18.934153326904454,9936000,USD,-116064000,USD,146117.647058824,USD
IXHL,Incannex Healthcare Inc.,2.25,USD,Biotechnology,39696371.68141593,USD,34387799.999986015,USD,2989.4362816548314,12000.0000000094,USD,,,1333.33333333438,USD
RNGE,Range Impact Inc.,0.245,USD,Biotechnology,25658160.21459227,USD,33293984,USD,1.2726310277484647,19346306.000004902,USD,2137770,USD,345469.750000088,USD
MRKR,"Marker Therapeutics, Inc.",4.32,USD,Biotechnology,38546041.52601156,USD,30790191,USD,10.34796253321654,3311133,USD,-10994920,USD,413891.625,USD
BIVI,BioVie Inc.,2.87,USD,Biotechnology,47677509.727272734,USD,29779035,USD,,0,USD,-31945380,USD,0,USD
BCTX,BriaCell Therapeutics Corp.,0.885,USD,Biotechnology,31716773.8125,USD,29738148.8326284,USD,,0,USD,-34567431.537,USD,0,USD
SNTI,"Senti Biosciences, Inc.",2.24,USD,Biotechnology,10256913.11627907,USD,29725805,USD,29.082312130177495,2561000,USD,-60052000,USD,53354.1666666667,USD
PMN,ProMIS Neurosciences Inc.,1.06,USD,Biotechnology,31678578.706331342,USD,29515122,USD,,0,USD,-12764160,USD,0,USD
AFMD,Affimed N.V.,3.37,USD,Biotechnology,51316549.828571424,USD,29269193.000000004,USD,17.467992688533357,8946231.614723971,USD,-87555490,USD,114695.27711184601,USD
CLCS,"Cell Source, Inc.",0.7,USD,Biotechnology,29358978.444444448,USD,28792234,USD,,0,USD,-4193539.9999999995,USD,,
PLUR,Pluri Inc.,4.32,USD,Biotechnology,23631102.864988558,USD,28596610.999999996,USD,72.49658417177919,326000,USD,-21905000,USD,2762.71186440678,USD
AVCNF,Avicanna Inc.,0.20592,USD,Biotechnology,22014019.937684212,USD,28497629.5317,USD,1.0847933960026626,12669173.9235,USD,-3349682.247,USD,130610.04044845326,USD
IGC,"IGC Pharma, Inc.",0.405,USD,Biotechnology,30632751.452386968,USD,28461460,USD,27.1439545143126,1345000,USD,-9411000,USD,20074.6268656716,USD
ESLA,"Estrella Immunopharma, Inc.",0.88,USD,Biotechnology,31847987.11111111,USD,28406376.999999996,USD,,0,USD,-7310100,USD,,
GDTC,CytoMed Therapeutics Limited,2.56,USD,Biotechnology,29542399.08896797,USD,27967362.844309174,USD,,0,USD,-2748050,USD,0,USD
MRZM,"Marizyme, Inc.",0.0559,USD,Biotechnology,7367234,USD,27816403,USD,12.639355531686357,645810,USD,-14991780,USD,49677.6923076923,USD
IPA,ImmunoPrecise Antibodies Ltd.,0.5758,USD,Biotechnology,16073779.247603597,USD,27751431.04307065,USD,1.03757516827235,18157238.8205016,USD,-6649280,USD,179774.641787145,USD
MBXBF,Microbix Biosystems Inc.,0.2295,USD,Biotechnology,31137212.658461545,USD,27006716.9324,USD,1.9880548084512357,12156526.6136,USD,2722690.498,USD,,
OTLC,"Oncotelic Therapeutics, Inc.",0.0308,USD,Biotechnology,12513125.68,USD,26474350,USD,200.79797899999994,70000,USD,-362790,USD,3181.81818181818,USD
HCWB,HCW Biologics Inc.,0.451,USD,Biotechnology,17058350.962162163,USD,26356683,USD,4.459544066923794,2841794,USD,-25857260,USD,63150.9777777778,USD
PHGE,BiomX Inc.,0.8736,USD,Biotechnology,15633810.176610978,USD,25348554.000000004,USD,,0,USD,-28586000,USD,0,USD
INNMF,Amplia Therapeutics Ltd.,0.0819,USD,Biotechnology,22505981.052413795,USD,25120987.675095957,USD,,0,USD,-5827602.507,USD,,
AKTX,Akari Therapeutics Plc,2.4,USD,Biotechnology,28715946,USD,24538946,USD,,0,USD,,,,
CALC,"CalciMedica, Inc.",3.94,USD,Biotechnology,42355617.67453416,USD,24132381,USD,,0,USD,-21387000,USD,0,USD
BNGO,"Bionano Genomics, Inc.",0.31,USD,Biotechnology,26659109.941137996,USD,23918922,USD,0.5649930670603351,36116000,USD,-89748000,USD,104988.372093023,USD
RDTCF,Rapid Dose Therapeutics Corp,0.15,USD,Biotechnology,18695424.48979592,USD,23771497.6575,USD,30.15669111806351,751297.37424,USD,-2195768.9250000003,USD,,
ME,23andMe Holding Co.,4.85,USD,Biotechnology,125324011.42398284,USD,23365811,USD,0.5813151176401191,219638000,USD,-261113000,USD,377384.879725086,USD
CYTH,"Cyclo Therapeutics, Inc.",0.725,USD,Biotechnology,20804620.436241608,USD,23253614,USD,18.84086796534886,1076405,USD,-21140930,USD,134550.625,USD
INKT,"MiNK Therapeutics, Inc.",0.749,USD,Biotechnology,29615226.432905324,USD,23113812,USD,,0,USD,-17249180,USD,0,USD
NXSCF,NEXT SCIENCE LTD.,0.1036,USD,Biotechnology,30267797.516923074,USD,22300176.39601087,USD,1.1053364069241995,22747831.88591527,USD,-12706489.224,USD,,
EDIT,"Editas Medicine, Inc.",3.26,USD,Biotechnology,268873201.37106913,USD,21861085.99999997,USD,3.904747963540348,78123000,USD,-207210000,USD,294803.773584906,USD
ADAP,Adaptimmune Therapeutics plc,0.7372,USD,Biotechnology,188581286,USD,21140285.999997973,USD,1.3538497054204142,60514653.469708,USD,-79406720,USD,134776.511068392,USD
LGVN,Longeveron Inc.,2.18,USD,Biotechnology,31303662.651583713,USD,21107447,USD,11.706132636289654,709000,USD,-17241000,USD,28360,USD
CLDI,"Calidi Biotherapeutics, Inc.",1.18,USD,Biotechnology,13779945.81651376,USD,20526933,USD,,0,USD,-28349000,USD,0,USD
EVAX,Evaxion Biotech A/S,2.84,USD,Biotechnology,14934511,USD,17430592.129984,USD,53.650466754166075,73112.361002,USD,,,1492.08900004082,USD
ORGS,"Orgenesis, Inc.",1.23,USD,Biotechnology,5868066.574999999,USD,17295943,USD,7.044240543806658,530000,USD,-19013000,USD,3630.13698630137,USD
AWH,Aspira Women's Health Inc.,0.94,USD,Biotechnology,15099161.554404145,USD,16898735,USD,1.3538686120138956,9154000,USD,-17222000,USD,143031.25,USD
GOVX,"GeoVax Labs, Inc.",1.99,USD,Biotechnology,16964168.381642517,USD,16223600,USD,17.48569880636034,0,USD,-27155960,USD,0,USD
AQB,"AquaBounty Technologies, Inc.",1.2,USD,Biotechnology,4638933.9130434785,USD,14474747,USD,2.283920506545572,2472659,USD,-24311630,USD,23775.5673076923,USD
XXII,"22nd Century Group, Inc",0.107,USD,Biotechnology,4890180.577777777,USD,13601545,USD,0.021172492042239296,32204000,USD,-50890000,USD,503187.5,USD
SPRO,"Spero Therapeutics, Inc.",1.29,USD,Biotechnology,69723394.28571428,USD,13296360,USD,0.6806774995731752,96735000,USD,7979000,USD,2102934.7826087,USD
IFRX,InflaRx N.V.,1.57,USD,Biotechnology,92446743,USD,13145656.237499997,USD,806.9827471248796,68206.5022768968,USD,-56531900,USD,1033.43185268025,USD
BITRF,Biotron Ltd.,0.0145,USD,Biotechnology,13083484.454545455,USD,12850132.9524,USD,,0,USD,-3373595.94,USD,,
BON,Bon Natural Life Limited,1.47,USD,Biotechnology,5836719.972555745,USD,12162313,USD,0.7332582745241936,29522353.0000184,USD,4605830,USD,307524.510416858,USD
CVKD,"Cadrenal Therapeutics, Inc.",15.09,USD,Biotechnology,16104514.36605447,USD,11823198,USD,,0,USD,-6626400,USD,0,USD
OXBOF,Oxford Biodynamics PLC,0.0195,USD,Biotechnology,6081184.895635675,USD,11406223.1382,USD,14.674879832329932,622047,USD,-13831021.1,USD,,
ADTX,"Aditxt, Inc.",0.715,USD,Biotechnology,3018123.819179389,USD,11265762,USD,0.11456898892760635,645176,USD,-32986640,USD,13727.1489361702,USD
SEEL,"Seelos Therapeutics, Inc.",1.27,USD,Biotechnology,1427634.0655737706,USD,11234428,USD,0.0952329940417077,2203000,USD,-29749000,USD,137687.5,USD
XCUR,"Exicure, Inc.",2.41,USD,Biotechnology,4169880.637130802,USD,10887671,USD,8.20122194399999,0,USD,-5030000,USD,0,USD
VCNX,"Vaccinex, Inc.",3.74,USD,Biotechnology,10454018.124260355,USD,10715749,USD,17.25622921348318,570000,USD,-21508500,USD,14250,USD
KRBP,"Kiromic BioPharma, Inc.",1.17,USD,Biotechnology,1808726.1428571425,USD,10596787,USD,,0,USD,-19530900,USD,0,USD
UBX,"Unity Biotechnology, Inc.",1.4,USD,Biotechnology,23586671.343283582,USD,10250813.999999996,USD,,0,USD,-34497000,USD,0,USD
INAB,"IN8bio, Inc.",0.3009,USD,Biotechnology,14078192.769677421,USD,10184954,USD,,0,USD,-29564000,USD,0,USD
EVGN,Evogene Ltd.,2.38,USD,Biotechnology,12769742.94308943,USD,9973977.999999998,USD,1.3254146237671516,5640000.00000304,USD,-18867000,USD,39718.3098591763,USD
HMTXF,Hemostemix Inc,0.0722,USD,Biotechnology,6290231.779047619,USD,9878719.14,USD,,0,USD,-1109823.695,USD,,
SXTP,"60 Degrees Pharmaceuticals, Inc.",0.7811,USD,Biotechnology,1454340.8637931033,USD,9874760,USD,1.8674021778788616,253573,USD,-8854310,USD,84524.3333333333,USD
MBOT,Microbot Medical Inc.,0.9741,USD,Biotechnology,16076968.031326782,USD,9759530,USD,,0,USD,-9410000,USD,0,USD
NBIO,Nascent Biotech Inc.,0.055,USD,Biotechnology,9471120,USD,9482729,USD,,0,USD,-2093570.0000000002,USD,,
IMNN,"Imunon, Inc.",0.966,USD,Biotechnology,13911258.203773582,USD,9439389,USD,,0,USD,-19194060,USD,0,USD
EQ,"Equillium, Inc.",1.36,USD,Biotechnology,48177162.10169493,USD,9110773.000000004,USD,1.012972651385403,36084000,USD,-9583000,USD,820090.909090909,USD
COEP,"Coeptis Therapeutics Holdings, Inc.",0.208,USD,Biotechnology,8313467.296385542,USD,8655570,USD,,0,USD,-16016630,USD,0,USD
CMMB,Chemomab Therapeutics Ltd.,1.53,USD,Biotechnology,20677234,USD,8236193.691160001,USD,,0,USD,-16027750.000000002,USD,0,USD
BCDA,"BioCardia, Inc.",2.63,USD,Biotechnology,9209907.88429752,USD,8191516,USD,10.613334065420569,477000,USD,-8185000.000000001,USD,23850,USD
VDRM,"ViaDerma, Inc.",0.0055,USD,Biotechnology,6785422.131147541,USD,7928256,USD,12.524485006532128,600498,USD,-145640,USD,,
CPMV,Mosaic ImmunoEngineering Inc.,0.9,USD,Biotechnology,6517924,USD,7925871,USD,,0,USD,-1130560,USD,0,USD
BCLI,Brainstorm Cell Therapeutics Inc.,2.02,USD,Biotechnology,10737524.61726883,USD,7909462,USD,,0,USD,-16036000.000000002,USD,0,USD
QNTM,Quantum Biopharma Ltd.,5.54,USD,Biotechnology,10287236.585987262,USD,7027473.944532536,USD,,0,USD,-9885084.968,USD,,
RNAZ,"TransCode Therapeutics, Inc.",0.597,USD,Biotechnology,10307596.73361702,USD,7016268,USD,,0,USD,-17226030,USD,0,USD
ENLV,Enlivex Therapeutics Ltd.,1.48,USD,Biotechnology,31680926.312925167,USD,6246866,USD,,0,USD,-12265000,USD,0,USD
NSTM,NovelStem International Corp.,0.04,USD,Biotechnology,1875259.0476190478,USD,6071315,USD,218.78021666666672,0,USD,-432460,USD,,
MTEM,"Molecular Templates, Inc.",0.5003,USD,Biotechnology,3293915.164,USD,5320327.999999999,USD,0.1544710247349824,57306000,USD,-13845000,USD,924290.322580645,USD
CARA,"Cara Therapeutics, Inc.",0.27,USD,Biotechnology,14808593.28358209,USD,5244900,USD,1.333777506002182,20968000,USD,-104262000,USD,381236.363636364,USD
ELAB,"Elevai Labs, Inc.",0.099,USD,Biotechnology,4888228.104639685,USD,5041822,USD,0.7494511842098331,1712595,USD,-4902980,USD,95144.1666666667,USD
CARM,"Carisma Therapeutics, Inc.",0.9972,USD,Biotechnology,41428649.07,USD,4941975,USD,2.0059658619024634,14919000,USD,-71247000,USD,139429.906542056,USD
VIRX,"Viracta Therapeutics, Inc.",0.2325,USD,Biotechnology,9164492.130681818,USD,4672133.000000002,USD,,0,USD,-49043000,USD,0,USD
LIXT,"Lixte Biotechnology Holdings, Inc.",1.31,USD,Biotechnology,2946569.9,USD,4503642,USD,,0,USD,-4026130,USD,0,USD
ENSC,"Ensysce Biosciences, Inc.",0.3328,USD,Biotechnology,4963418.5189372515,USD,4353056,USD,2.1694826808796757,2230520,USD,-9661400,USD,247835.555555556,USD
ENZ,"Enzo Biochem, Inc.",1.12,USD,Biotechnology,57632578.80701756,USD,3763732.0000000075,USD,,31061000,USD,,,163478.947368421,USD
CHNXF,CHITOGENX INC.,0.0085,USD,Biotechnology,706600.75,USD,3578758.503000001,USD,,0,USD,-929847.1200000001,USD,,
NEVIF,Nevis Brands Inc.,0.065,USD,Biotechnology,2495371.2727272725,USD,3331520.3091,USD,2.608536707002285,494928.665,USD,-2355.426,USD,,
VGLS,VG Life Sciences Inc.,0.0001,USD,Biotechnology,2109550,USD,3330197,USD,,0,USD,-16350,USD,,
PRTG,Portage Biotech Inc.,5.8,USD,Biotechnology,6082837.54716981,USD,2672146,USD,,0,USD,-16041000,USD,0,USD
PIRS,"Pieris Pharmaceuticals, Inc.",17,USD,Biotechnology,22444079.879560754,USD,2631225,USD,1.054161651973935,42810000,USD,-11421000,USD,856200,USD
QRON,Qrons Inc.,0.1561,USD,Biotechnology,2177562,USD,2547730,USD,,0,USD,-748940,USD,0,USD
HALB,Halberd Corp.,0.0043,USD,Biotechnology,2218261.5227272725,USD,2414184,USD,1042.029536238361,2725,USD,-162220,USD,,
DOMH,Dominari Holdings Inc.,1.75,USD,Biotechnology,10983241.853932586,USD,2293526,USD,1.1349400925439086,2039000.0000000002,USD,-14023000,USD,72821.42857142861,USD
CYTO,Altamira Therapeutics Ltd.,0.4923,USD,Biotechnology,1860167.6398821217,USD,2285251,USD,,0,USD,,,0,USD
RGBP,"Regen Biopharma, Inc.",0.46532,USD,Biotechnology,2330470.88075,USD,2279970,USD,5.699821695038491,236560,USD,-390900,USD,236560,USD
ONVO,"Organovo Holdings, Inc.",0.428,USD,Biotechnology,6576574.003168138,USD,1888159,USD,88.76556077671239,109000,USD,-13995000,USD,5450,USD
GBLX,"GB Sciences, Inc.",0.0001,USD,Biotechnology,407,USD,1747722.9999999998,USD,,0,USD,-1419890,USD,0,USD
VERV,"Verve Therapeutics, Inc.",5.94,USD,Biotechnology,502669718.0502513,USD,1736454,USD,24.352593099089486,11758000,USD,-213950000,USD,46109.8039215686,USD
QNCX,"Quince Therapeutics, Inc.",0.9916,USD,Biotechnology,42913082.06888889,USD,1674734,USD,,0,USD,-29064000,USD,0,USD
CNBX,CNBX Pharmaceuticals Inc.,0.0089,USD,Biotechnology,276890.97454545455,USD,1648222,USD,1.8593195667480886,410165,USD,-581300,USD,205082.5,USD
MHTX,"Manhattan Scientifics, Inc.",0.0008,USD,Biotechnology,447424.8000000001,USD,1639281,USD,,0,USD,,,,
TCBP,TC BioPharm (Holdings) plc,1.7,USD,Biotechnology,511221.00000000006,USD,1455086.0289999999,USD,,0,USD,,,0,USD
PLPL,"Plandai Biotechnology, Inc.",0.0001,USD,Biotechnology,774966.0000000001,USD,1317459,USD,,0,USD,-3811060,USD,,
