date,company,cik,ticker,industry
2024-04-01,Greenbrook TMS Inc.,1735948,GBNHF,"Services-Misc Health & Allied Services, NEC"
2024-03-28,Generation Asia I Acquisition Ltd,1852061,GAQ,Blank Checks
2024-03-28,Zapata Computing Holdings Inc.,1843714,ZPTA,Services-Prepackaged Software
2024-03-25,ALMADEN MINERALS LTD,1015647,AAUAF,Metal Mining
2024-03-22,voxeljet AG,1582581,VJTTY,Printing Trades Machinery & Equipment
2024-03-20,"Atreca, Inc.",1532346,,
2024-03-20,HCM Acquisition Corp,1845368,,
2024-03-18,"Cyteir Therapeutics, Inc.",1662244,,
2024-03-15,KELSO TECHNOLOGIES INC,1161814,KIQSF,Railroad Equipment
2024-03-15,"Gryphon Digital Mining, Inc.",1755953,GRYP,Finance Services
2024-03-11,LianBio,1831283,LIANY,Pharmaceutical Preparations
2024-03-05,Two Roads Shared Trust,1552947,,
2024-03-04,Science Applications International Corp,1571123,SAIC,Services-Computer Integrated Systems Design
2024-03-04,Vector Acquisition Corp II,1842386,,
2024-03-04,Vector Acquisition Corp II,1842386,,
2024-03-01,Arrow ETF Trust,1532206,,
2024-03-01,"Tingo Group, Inc.",854800,TIOG,Food and Kindred Products
2024-03-01,PHAXIAM Therapeutics S.A.,1624422,,
2024-02-27,"ESPORTS ENTERTAINMENT GROUP, INC.",1451448,GMBL,Services-Amusement & Recreation Services
2024-02-12,"Cheniere Energy, Inc.",3570,LNG,Natural Gas Distribution
2024-02-12,"Cheniere Energy Partners, L.P.",1383650,CQP,Natural Gas Distribution
2024-02-09,Alithya Group inc,1734520,ALYAF,"Services-Computer Programming, Data Processing, Etc."
2024-02-02,SAFEGUARD SCIENTIFICS INC,86115,SFES,"Investors, NEC"
2024-02-02,Churchill Capital Corp VII,1828248,,
2024-01-30,Natura &Co Holding S.A.,1776967,,
2024-01-29,"Aravive, Inc.",1513818,,
2024-01-29,Navios Maritime Holdings Inc.,1333172,NMPGY,Deep Sea Foreign Transportation of  Freight
2024-01-29,J.P. Morgan Exchange-Traded Fund Trust,1485894,,
2024-01-29,TuSimple Holdings Inc.,1823593,TSPH,Services-Computer Integrated Systems Design
2024-01-29,Navios Maritime Holdings Inc.,1333172,NMPGY,Deep Sea Foreign Transportation of  Freight
2024-01-17,INVESCO EXCHANGE-TRADED FUND TRUST,1209466,,
2024-01-16,"VIRTUS INVESTMENT PARTNERS, INC.",883237,VRTS,Investment Advice
2024-01-08,"SALEM MEDIA GROUP, INC. /DE/",1050606,SALM,Radio Broadcasting Stations
2024-01-08,REGIS CORP,716643,RGS,Services-Personal Services
2024-01-05,HALLMARK FINANCIAL SERVICES INC,819913,,
2024-01-05,FLYEXCLUSIVE INC.,1843973,FLYX,"Air Transportation, Nonscheduled"
2024-01-02,Constellation Acquisition Corp I,1834032,CSTAF,Blank Checks
2023-12-29,enCore Energy Corp.,1500881,EU,Miscellaneous Metal Ores
2023-12-28,Kaspien Holdings Inc.,795212,,
2023-12-26,MINERVA SURGICAL INC,1452965,,
2023-12-26,EA Series Trust,1592900,,
2023-12-26,Arlington Asset Investment Corp.,1209028,,
2023-12-26,EA Series Trust,1592900,,
2023-12-26,"Amneal Pharmaceuticals, Inc.",1723128,AMRX,Pharmaceutical Preparations
2023-12-22,Adit EdTech Acquisition Corp.,1830029,GRDI,Finance Services
2023-12-21,NATIONAL GRID PLC,1004315,NGG,Natural Gas Transmission
2023-12-21,NIAGARA MOHAWK POWER CORP /NY/,71932,,
