Symbol,Description,Exchange,Index,Sector,Float shares outstanding,marketCapType,marketCapType,Pre-market Change %,Pre-market Gap %,Market capitalization,Price,Pre-market Open,Relative Volume 5 minutes,Industry,Analyst Rating,Technical Rating 5 minutes,yahooPrice,RSI,MA5,MA20,MA50,Volume,Date
CXW,"CoreCivic, Inc.",NYSE,"Russell 2000, Russell 3000, Mini-Russell 2000",Commercial services,107496581.64,Mid caps,Mid caps,2.9639762881896883,0.7751937984496202,2418232437.0,21.93,22.1,6.765077722538411,Miscellaneous commercial services,Buy,Sell,22.25,64.73817413755447,21.79000015258789,21.776999950408936,17.416000022888184,2322300,2024-12-10 00:00:00-05:00
AMBA,"Ambarella, Inc.",NASDAQ,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Computer, Mini-Russell 2000",Electronic technology,38804633.92,Mid caps,Mid caps,1.7668317494311438,0.2543166912060125,3115552937.0,74.71,74.9,5.9844909898722305,Semiconductors,Buy,Sell,72.22000122070312,64.28520611468085,71.80599975585938,65.7269998550415,61.20239990234375,573200,2024-12-10 00:00:00-05:00
