Symbol,Description,Exchange,Index,Sector,Float shares outstanding,marketCapType,marketCapType,Pre-market Change %,Pre-market Gap %,Market capitalization,Price,Pre-market Open,Relative Volume 5 minutes,Industry,Analyst Rating,Technical Rating 5 minutes,yahooPrice,RSI,MA5,MA20,MA50,Volume,Date
CWAN,"Clearwater Analytics Holdings, Inc.",NYSE,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Technology services,177860074.15662998,Mid caps,Mid caps,3.0405405405405355,3.783783783783775,7316731664.0,29.6,30.72,11.383500097474284,Packaged software,Buy,Sell,30.024999618530273,52.308827862291864,29.445000076293944,30.550250148773195,28.48330009460449,857590,2024-12-12 00:00:00-05:00
JAZZ,Jazz Pharmaceuticals plc,NASDAQ,"NASDAQ Composite, S&P MidCap 400, Russell 3000, Russell 1000, NASDAQ Biotechnology",Health technology,57910065.886,Mid caps,Mid caps,3.0235255135851604,0.6461232604373767,7298078620.0,120.72,121.5,6.064571709878569,Pharmaceuticals: major,Buy,Buy,124.12999725341797,58.58433278973695,121.6779998779297,122.04499893188476,116.8415998840332,485505,2024-12-12 00:00:00-05:00
