Symbol,Description,Industry,Sector,Exchange,Index,Market capitalization,Market capitalization - Currency,Price,Price - Currency,Pre-market Open,Pre-market Open - Currency,Pre-market Change,Pre-market Change - Currency,Pre-market Change %,Pre-market Gap %,Float shares outstanding,Volume 1 day,Volume 1 week,Pre-market Volume,Average Volume 10 days,Average Volume 30 days,Average Volume 90 days,Volatility 1 day,Volatility 1 week,Volatility 1 month,Volume Weighted Average Price 1 day,Price to earnings ratio,Relative Volume at Time,Relative Volume 1 day,Beta 1 year,Beta 3 years,Beta 5 years,Relative Volume 1 minute,Relative Volume 5 minutes,Relative Volume 15 minutes,Relative Volume 30 minutes,Relative Volume 1 hour,Relative Volume 2 hours,Relative Volume 4 hours,Relative Volume 1 week,Relative Volume 1 month,High 1 month,High 1 month - Currency,High 3 months,High 3 months - Currency,High 6 months,High 6 months - Currency,High 52 weeks,High 52 weeks - Currency,High All Time,High All Time - Currency,High 5 minutes,High 5 minutes - Currency,High 15 minutes,High 15 minutes - Currency,High 30 minutes,High 30 minutes - Currency,High 1 hour,High 1 hour - Currency,High 2 hours,High 2 hours - Currency,High 4 hours,High 4 hours - Currency,High 1 day,High 1 day - Currency,High 1 week,High 1 week - Currency,High 1 month.1,High 1 month - Currency.1,"Revenue per employee, Annual","Revenue per employee, Annual - Currency",Simple Moving Average (5) 1 minute,Simple Moving Average (8) 1 minute,Simple Moving Average (5) 5 minutes,Simple Moving Average (13) 5 minutes,"Bollinger Bands (20) 1 minute, Upper","Bollinger Bands (20) 1 minute, Basis","Bollinger Bands (20) 1 minute, Lower","Bollinger Bands (20) 5 minutes, Upper","Bollinger Bands (20) 5 minutes, Basis","Bollinger Bands (20) 5 minutes, Lower",International Securities Identification Number,Relative Volume 1 day.1,Recent earnings date,Upcoming earnings date,Analyst Rating,Target price 1 year,Target price 1 year - Currency,Technical Rating 5 minutes,marketCapType,pre_market_change_pct_threshold,float_shares_outstanding_threshold,pre_market_gap_percentage_threshold,pre_market_vwap_drawdown_threshold,PM_Volume_Ratio,Volume_Acceleration
BNTX,BioNTech SE,Biotechnology,Health technology,NASDAQ,"NASDAQ Composite, NASDAQ Biotechnology",26924817254.0,USD,113.26,USD,113.13,USD,0.6599999999999966,USD,0.5827300017658454,-0.1147801518629786,237112164.877965,666777,666777.0,10677,665002.3,896741.3666666667,880581.7333333333,3.1558900879659055,2.26795032590782,2.5746941597741255,112.42666666666666,,0.7823057754249774,1.0207570794501868,0.9079394,1.1336807,0.2453824,2.50697481526165,6.502848384951274,8.443572271315402,7.285163959014194,4.1885807652158125,2.0137029642479187,1.4878535812570308,0.1293897465955671,0.804008399823517,124.14,USD,131.49,USD,131.49,USD,131.49,USD,464.0,USD,113.7,USD,113.74,USD,113.74,USD,113.74,USD,113.74,USD,113.75,USD,113.75,USD,113.75,USD,124.14,USD,1339643.24718052,USD,113.47400000000007,113.5199999999997,113.49400000000016,113.42038461538432,113.73409884303936,113.55699999999982,113.37990115696029,113.75465257215994,113.29250000000002,112.8303474278401,US09075V1026,1.0207570794501868,2024-08-05,2024-11-04,Buy,133.4105472875,USD,Buy,Large caps,0.005,200000000.0,0.005,0.004,0.01605558356715458,0.7701536951419038
TEF,Telefonica SA,Specialty telecommunications,Communications,NYSE,,26566384332.84135,USD,4.65,USD,4.68,USD,0.0299999999999993,USD,0.6451612903225669,0.6451612903225669,5637531780.91389,358147,358147.0,2000,350225.8,456647.0333333333,612231.0777777778,1.291711517761025,0.8994334254342536,0.9454442563971016,4.658333333333333,,1.0907035158573732,1.0633985629821372,0.08324436,0.3398057,0.65912145,20.65136847137564,13.908560187829176,9.922091254055838,3.207243102689716,1.7115218217119703,0.9795555394508184,0.7569951745802754,0.1559401458260457,0.4876665874264252,4.91,USD,4.93,USD,4.93,USD,4.93,USD,34.499655,USD,4.66,USD,4.66,USD,4.66,USD,4.66,USD,4.66,USD,4.66,USD,4.68,USD,4.68,USD,4.9,USD,422015.243539203,USD,4.654559999999998,4.656599999999995,4.658999999999998,4.6577769230769155,4.664018588727398,4.657890000000011,4.6517614112726235,4.663876767839589,4.656804999999983,4.6497332321603775,US8793822086,1.0633985629821372,2024-07-31,2024-11-07,Neutral,4.620097,USD,Buy,Large caps,0.005,200000000.0,0.005,0.004,0.005710601560478983,1.4017770882870881
BEKE,KE Holdings Inc,Real estate development,Finance,NYSE,NASDAQ Golden Dragon China,25836058055.8716,USD,22.08,USD,21.99,USD,1.0100000000000016,USD,4.574275362318848,-0.4076086956521733,1148013745.90824,13272512,13272512.0,500749,10892517.5,19738484.6,10615210.711111112,7.186761229314419,3.467348909536415,6.945112284489727,21.843333333333337,45.57275541795666,0.8892821191452149,1.207801591333692,0.679313,-0.4323889,-0.70784545,3.1294852174549272,6.019556504400717,5.697685120851237,2.9525071460986188,1.6175125585926304,0.8894413985607017,0.9580513830833338,0.1989041699188599,2.2416284897262466,26.045,USD,26.045,USD,26.045,USD,26.045,USD,79.4,USD,22.12,USD,22.12,USD,22.12,USD,22.12,USD,22.12,USD,22.19,USD,22.3,USD,22.3,USD,26.045,USD,94355.0630448326,USD,22.053999999999927,22.041800000000062,22.037000000000035,22.05423076923087,22.069211093464578,22.032090000000096,21.994968906535615,22.13237279110284,22.07224999999995,22.012127208897063,US4824971042,1.207801591333692,2024-08-12,2024-11-05,Strong buy,24.424554958300003,USD,Buy,Large caps,0.005,200000000.0,0.005,0.004,0.04597183341683867,1.0564916061036016
PHG,Koninklijke Philips N.V. NY Registry Shares,Medical specialties,Health technology,NYSE,,24722616243.007217,USD,26.62,USD,26.64,USD,0.259999999999998,USD,0.9767092411720436,0.0751314800901561,934100800.01644,4272354,4272354.0,189081,956428.5,850740.4,804273.1555555554,21.387504791107713,1.2375003503754558,1.1132901710690102,26.483333333333334,,7.283512544461896,7.238548174629067,0.5332085,0.8332968,0.7366354,2.8030161155191955,4.013197677208812,3.8024543362400394,1.2593512296700493,0.6726751533536666,0.5583095058665047,1.284099454002913,1.228036651097303,0.7258528462677789,32.91,USD,32.91,USD,32.91,USD,32.91,USD,56.6737898,USD,26.65,USD,26.65,USD,26.65,USD,26.65,USD,26.65,USD,26.71,USD,26.74,USD,26.74,USD,32.91,USD,281997.09128696995,USD,26.612999999999936,26.609162499999982,26.578000000000003,26.53885384615383,26.644128523309345,26.582910000000005,26.521691476690663,26.629410854032816,26.54650999999999,26.463609145967165,US5004723038,7.238548174629067,2024-07-29,,Neutral,31.341189,USD,Buy,Large caps,0.005,200000000.0,0.005,0.004,0.19769486166503822,1.055422977459648
HOOD,"Robinhood Markets, Inc.",Investment banks/Brokers,Finance,NASDAQ,"NASDAQ Composite, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000, NASDAQ Real Estate and Other Financial Services",24664809146.0,USD,27.88,USD,28.88,USD,0.3300000000000018,USD,1.183644189383077,3.5868005738880915,595388713.887,14670881,14670889.0,274465,11473388.8,13155368.833333334,13937029.311111111,4.252998909487465,3.042724074137933,3.8984676848303126,27.873333333333335,85.46903740036787,1.1595428037095612,1.250756749778341,1.7597214,1.825066,1.8437002,5.120030881337108,6.036175862652357,4.391214894839005,2.6473286941845435,1.2922903293514387,0.8169565768471546,0.9348356111427912,0.2474331337718543,0.8188565382956642,28.23,USD,28.23,USD,28.23,USD,28.23,USD,85.0,USD,27.955,USD,27.99,USD,28.02,USD,28.02,USD,28.02,USD,28.16,USD,28.23,USD,28.23,USD,28.23,USD,858181.818181818,USD,27.87700000000003,27.90062500000004,27.958999999999925,27.92734615384625,28.02996972418741,27.94224999999995,27.854530275812493,28.023059069705734,27.925924999999985,27.828790930294232,US7707001027,1.250756749778341,2024-08-07,2024-10-30,Buy,26.40625,USD,Sell,Large caps,0.005,200000000.0,0.005,0.004,0.02392187737941906,1.3746027027159782
HAL,Halliburton Company,Oilfield services/Equipment,Industrial services,NYSE,"S&P 500, S&P 500 Energy, Russell 3000, Russell 1000, PHLX Oil Service Sector, S&P 500 ESG",24622086081.0,USD,27.89,USD,27.99,USD,0.0199999999999995,USD,0.0717102904266746,0.3585514521333735,879024889.839,7333812,7333812.0,25608,8888319.1,9911178.833333334,9336406.633333333,3.631694790902415,1.8499482183566112,2.1963329768713957,27.69666666666667,9.262703420790436,0.8800546925370601,0.8408942854471281,0.3703082,0.80637884,1.900135,3.792320143640247,5.648817750423812,5.121962620524644,2.975481424610528,1.470125730272528,0.7200200492393534,0.7148223235167495,0.1630339950377173,1.1512052647742943,31.425,USD,34.97,USD,38.345,USD,41.56,USD,74.33,USD,27.94,USD,27.94,USD,27.94,USD,27.94,USD,27.94,USD,27.94,USD,27.94,USD,27.94,USD,31.425,USD,479541.666666667,USD,27.913000000000032,27.91249999999993,27.882000000000005,27.838846153846063,27.935977025706855,27.886735000000023,27.8374929742932,27.907359168701415,27.829594999999948,27.75183083129848,US4062161017,0.8408942854471281,2024-07-19,2024-11-07,Strong buy,40.434783,USD,Buy,Large caps,0.005,200000000.0,0.005,0.004,0.0028810846811294162,1.1028619630662595
LDOS,"Leidos Holdings, Inc.",Aerospace & defense,Electronic technology,NYSE,"S&P 500, S&P 500 Industrials, Russell 3000, Russell 1000",22864955613.999996,USD,169.73,USD,176.0,USD,9.77000000000001,USD,5.75620102515761,3.694102397926125,133031422.14,779335,779335.0,3565,606767.4,682974.2,798569.9,1.1971279373368031,1.434211678516313,1.4381500341421978,169.59580000000005,53.24695695821307,1.4087905415802016,1.3516417382376202,0.95316267,0.71534103,0.70410496,4.351202404809619,6.163635264970693,6.179856593854498,4.2193022678206376,2.256851388672439,1.3824905707623203,1.5295169726986702,0.2301641753219975,0.672111490654115,171.35,USD,171.35,USD,171.35,USD,171.35,USD,171.35,USD,169.77,USD,169.87,USD,169.875,USD,169.875,USD,169.875,USD,170.14,USD,170.5374,USD,170.5374,USD,171.35,USD,328468.08510638296,USD,169.6559999999995,169.5775000000002,169.7319999999998,169.6934615384616,170.0032266394477,169.6856049999998,169.36798336055193,169.98947836031417,169.73433999999926,169.47920163968436,US5253271028,1.3516417382376202,2024-10-29,2025-02-25,Buy,177.333333,USD,Buy,Large caps,0.005,200000000.0,0.005,0.004,0.005875398052037733,0.9973751285911818
PUK,Prudential Public Limited Company,Life/Health insurance,Finance,NYSE,,22582275960.4074,USD,16.9,USD,16.98,USD,0.1900000000000012,USD,1.124260355029593,0.4733727810650996,,2768891,2768891.0,15706,1336428.5,1566687.8333333333,1131059.6888888888,1.915594133492968,1.4247178438461243,1.4364627966296688,16.85833333333333,26.719367588932805,1.7548649323384231,2.416136307214794,1.0989885,0.87544477,1.2148948,9.378802375751448,6.207265732742977,4.670003802296273,1.308916344969161,0.7305240352657083,0.5115933179618508,0.6754461567920619,0.4195092542399942,1.3196818228916174,19.29,USD,19.29,USD,21.1,USD,23.73,USD,53.652144,USD,16.925,USD,16.925,USD,16.925,USD,16.925,USD,16.925,USD,16.97,USD,16.97,USD,16.97,USD,19.29,USD,1278298.48594088,USD,16.90799999999997,16.903124999999964,16.905999999999967,16.89615384615378,16.925770821325774,16.907750000000018,16.889729178674262,16.92489979929691,16.899999999999956,16.875100200703002,US74435K2042,2.416136307214794,2024-08-28,2025-03-12,Buy,28.762899,USD,Buy,Large caps,0.005,200000000.0,0.005,0.004,0.01175221869333077,1.3291778755492278
PINS,"Pinterest, Inc.",Internet software/Services,Technology services,NYSE,"Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",22136674468.0,USD,32.26,USD,32.33,USD,0.1700000000000017,USD,0.5269683818970915,0.216986980781154,594180929.583,5248866,5248866.0,36211,6309914.0,7092767.1,8866406.111111112,1.894176581089544,2.351966175773654,2.3212934883279006,32.248333333333335,117.22383720930232,0.8458943185719957,0.8504261361012729,2.4265018,0.8035343,1.0111791,3.618280059891934,9.794373190943483,5.863893457541779,3.754369430359023,1.3474537579253696,0.6986594470059364,0.620455465977977,0.147156483569133,0.6615727946141474,34.4499,USD,36.11,USD,45.185,USD,45.185,USD,89.9,USD,32.365,USD,32.43,USD,32.43,USD,32.43,USD,32.43,USD,32.51,USD,32.545,USD,32.545,USD,34.4499,USD,761103.886397608,USD,32.29100000000002,32.31500000000001,32.35800000000004,32.37340769230771,32.464417478156534,32.365999999999985,32.26758252184344,32.44491443015944,32.36646500000002,32.288015569840596,US72352L1061,0.8504261361012729,2024-07-30,2024-11-07,Buy,42.80303,USD,Strong sell,Large caps,0.005,200000000.0,0.005,0.004,0.005738746994016083,1.6702849841766076
FSLR,"First Solar, Inc.",Semiconductors,Electronic technology,NASDAQ,"S&P 500, NASDAQ Composite, S&P 500 Information Technology, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials",21947828472.0,USD,205.03,USD,205.4,USD,1.9699999999999989,USD,0.9608349997561328,0.1804613958932861,101328335.166,2655678,2657988.0,58687,2611759.3,2318240.6,2296803.8777777776,3.7296620775969904,3.118403708980155,3.702232450907914,203.56666666666663,18.313117419032135,0.999644805620183,1.063230659346995,1.3654004,1.6019886,1.4419737,2.094672990412604,4.052574600971548,4.278735309878989,2.589312127429937,1.1806334866154302,0.6777605467172709,0.5336243213072187,0.2633273595003248,1.004232421939208,255.63,USD,262.72,USD,306.7699,USD,306.7699,USD,317.0,USD,205.29,USD,205.29,USD,205.29,USD,205.29,USD,205.29,USD,205.42,USD,205.92,USD,205.92,USD,252.9,USD,495313.731343284,USD,204.93899999999985,204.9887499999998,205.0320000000007,204.82000000000065,205.31248234547775,205.02568499999984,204.7388876545219,205.28682848434855,204.70324499999936,204.11966151565025,US3364331070,1.063230659346995,2024-07-30,2024-10-29,Buy,293.748333,USD,Buy,Large caps,0.005,200000000.0,0.005,0.004,0.02247029425720816,0.9471430942724434
MRNA,"Moderna, Inc.",Biotechnology,Health technology,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Health Care, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Biotechnology, S&P 500 ESG",21064901965.0,USD,54.8,USD,54.98,USD,0.2590000000000003,USD,0.472627737226278,0.328467153284671,342765144.40800005,5011899,5011899.0,23821,4394805.9,4935516.6,4548870.744444445,5.047080979284369,3.75274437216364,3.538394718709034,54.55666666666667,,1.1388465241170125,1.1849170262390174,1.0148965,1.3687149,1.6612788,3.754922522449146,7.274822509528436,6.463110044181117,3.0230551159439196,1.3107268242769723,0.704671928618792,0.7063089649928612,0.2028638747266853,0.959933688664817,67.9598,USD,122.45,USD,170.47,USD,170.47,USD,497.49,USD,55.145,USD,55.17,USD,55.17,USD,55.17,USD,55.17,USD,55.17,USD,55.77,USD,55.77,USD,67.5499,USD,1221428.57142857,USD,54.872999999999855,54.95499999999998,54.878000000000064,54.649290076923016,55.10732742091569,54.89842999999989,54.68953257908408,55.00011691765148,54.56203854999987,54.12396018234827,US60770K1079,1.1849170262390174,2024-08-01,2024-11-07,Neutral,91.277778,USD,Buy,Large caps,0.005,200000000.0,0.005,0.004,0.005420262132623422,1.1255916207210679
SHG,Shinhan Financial Group Co Ltd,Major banks,Finance,NYSE,,20538478652.34384,USD,40.47,USD,40.66,USD,0.2199999999999988,USD,0.5436125525080279,0.4694835680751117,506033582.704056,103651,103651.0,3000,104747.7,153008.56666666668,126740.14444444444,2.353232598464213,1.1579104237457507,1.3287155147888494,40.49666666666666,,1.037236788012366,0.9487167048498956,1.0613382,0.94356555,0.91754466,5.498261877172654,12.880097630428152,14.138612160769494,7.245355793450881,2.3848017307268794,1.4963625279414754,1.2832418135295978,0.1565229261969433,1.06154503136622,43.225,USD,46.05,USD,46.05,USD,46.05,USD,74.495005,USD,40.59,USD,40.59,USD,40.59,USD,40.59,USD,40.59,USD,40.65,USD,40.65,USD,40.65,USD,43.225,USD,,,40.55599999999997,40.56124999999994,40.55975999999994,40.57452307692313,40.6134980221661,40.56293999999997,40.51238197783384,40.63446978138471,40.57769000000009,40.52091021861547,US8245961003,0.9487167048498956,2024-10-25,2025-02-05,Strong buy,51.521978,USD,Strong sell,Large caps,0.005,200000000.0,0.005,0.004,0.028640246993490073,0.910987406965349
TME,Tencent Music Entertainment Group,Internet software/Services,Technology services,NYSE,NASDAQ Golden Dragon China,19224583517.87565,USD,11.84,USD,11.68,USD,0.1999999999999993,USD,1.689189189189183,-1.3513513513513526,689039158.1387709,5226433,5226433.0,19844,5189567.5,10584765.733333332,9202718.922222223,5.090595340811043,3.2611384064310496,4.215782279722732,11.836666666666668,23.95791177660866,0.7648888461271907,0.9351751500924808,0.66439825,0.61006635,0.6522241,2.17451952882827,7.811380259648554,5.558699944070252,2.8355821201720124,1.0760639640740597,0.5547574385841755,0.6242084518822103,0.1076681344604504,0.8946075617954153,14.0494,USD,14.44,USD,15.77,USD,15.77,USD,32.2481,USD,11.85,USD,11.85,USD,11.85,USD,11.85,USD,11.85,USD,11.98,USD,12.08,USD,12.08,USD,14.0494,USD,755446.8566246601,USD,11.826999999999986,11.821250000000028,11.825339999999963,11.84128461538462,11.84238767486058,11.82137999999998,11.800372325139382,11.926654729058358,11.860585000000029,11.794515270941696,US88034P1093,0.9351751500924808,2024-08-13,2024-11-12,Buy,14.496623629700002,USD,Neutral,Large caps,0.005,200000000.0,0.005,0.004,0.003823825395854279,1.4052530876363187
TS,Tenaris S.A.,Steel,Non-energy minerals,NYSE,,18956416305.41769,USD,32.29,USD,32.36,USD,0.480000000000004,USD,1.4865283369464353,0.2167853824713542,567502345.733541,1851650,1851650.0,10912,1315369.3,1634176.5,1983967.2666666664,2.118242175150168,1.6190568638780265,1.497385440038158,32.07333333333333,6.885008209130259,1.5549471534481705,1.5221103659690434,0.69658524,0.99743086,1.4071413,2.5579097356051386,7.806341283046774,8.27234200104462,4.1177795324247315,1.947267972650829,1.2259234275668935,1.0451444019656388,0.2015939909977148,0.6846520246179735,32.835,USD,32.835,USD,35.38,USD,40.725,USD,75.42999,USD,32.3,USD,32.3,USD,32.3,USD,32.3,USD,32.3,USD,32.3,USD,32.3,USD,32.3,USD,32.835,USD,510361.090135237,USD,32.28200000000002,32.27062499999999,32.24100000000002,32.190000000000005,32.29793692179617,32.24050000000001,32.18306307820385,32.27748663814682,32.172249999999984,32.06701336185315,US88031M1099,1.5221103659690434,2024-07-31,2024-11-06,Buy,36.711188,USD,Strong buy,Large caps,0.005,200000000.0,0.005,0.004,0.00829576910453969,0.9436676194070555
BSBR,Banco Santander Brasil SA,Major banks,Finance,NYSE,,18942227127.6,USD,5.06,USD,5.16,USD,0.0200000000000004,USD,0.3952569169960566,1.976284584980248,,126120,126120.0,1500,218880.8,218463.63333333333,289503.3222222222,1.782178217821779,1.3383539100023405,1.402799187363602,5.066666666666666,,0.5724157798394776,0.5600805393328683,0.44243962,0.6472459,1.0489149,14.707125603864736,5.638152766952454,3.684679205942401,3.051192937691552,1.6825702317607671,0.5566673265949307,0.6313148778786583,0.1226104714320129,0.422265648380659,5.39,USD,5.7689,USD,6.01,USD,6.66,USD,14.997551,USD,5.07,USD,5.07,USD,5.07,USD,5.07,USD,5.07,USD,5.085,USD,5.09,USD,5.09,USD,5.39,USD,562288.059499594,USD,5.065000000000007,5.064375000000015,5.0610000000000035,5.066230769230805,5.068416079730005,5.062500000000013,5.056583920270022,5.077783928196685,5.067054999999988,5.056326071803292,US05967A1079,0.5600805393328683,2024-07-25,2024-10-30,Buy,6.143286,USD,Sell,Large caps,0.005,200000000.0,0.005,0.004,0.006853045127759036,1.5301610945831114
ZBRA,Zebra Technologies Corporation,Computer processing hardware,Electronic technology,NASDAQ,"S&P 500, NASDAQ Composite, S&P 500 Information Technology, Russell 3000, Russell 1000, NASDAQ Industrials",18753588133.000004,USD,363.58,USD,368.21,USD,29.170000000000016,USD,8.022993564002425,1.2734473843445722,51156048.049200006,715233,715233.0,5137,315478.7,310991.9666666667,343942.73333333334,2.0794837143881577,1.6980305238276348,1.575468125495382,364.6,81.93536755757876,3.3358729432171335,2.6689332148190608,1.4911236,1.6480734,1.6579648,3.317853135519262,6.457915608430245,6.378964760692326,2.903595732802197,1.546628730338614,0.9820479277630252,1.5373123040445602,0.4753953069907004,0.7900854777546088,380.045,USD,380.045,USD,380.045,USD,380.045,USD,615.0,USD,363.86,USD,365.0,USD,365.57,USD,365.57,USD,365.57,USD,365.57,USD,367.63,USD,367.63,USD,380.045,USD,471692.307692308,USD,363.53199999999936,363.7575000000012,364.4139999999999,364.6157615384613,365.4985054899721,364.31449999999967,363.1304945100272,365.7837564252736,364.1434949999996,362.5032335747256,US9892071054,2.6689332148190608,2024-10-29,2025-02-13,Buy,377.857143,USD,Sell,Large caps,0.005,200000000.0,0.005,0.004,0.016283191226539224,1.0123767493158795
SNAP,Snap Inc.,Packaged software,Technology services,NYSE,Nasdaq US Mid Cap Growth,17773080564.0,USD,10.71,USD,10.86,USD,0.0799999999999983,USD,0.7469654528477898,1.4005602240896224,1054195651.53,25316257,25316257.0,433137,22496633.7,23334724.133333333,23800703.54444445,3.65275142314992,2.9294935845785486,3.3598211128451245,10.695,,1.0871122301934926,1.1458081255238253,2.4387136,0.7055677,1.0113369,4.307952565188892,4.3212821452780465,5.803216004867054,4.791905594167149,2.086860625653137,1.2490716162117097,0.8507057553470202,0.2288151372276067,0.6878950275239508,11.205,USD,13.95,USD,17.33,USD,17.9,USD,83.34,USD,10.75,USD,10.76,USD,10.76,USD,10.76,USD,10.76,USD,10.76,USD,10.835,USD,10.835,USD,11.205,USD,870885.800718472,USD,10.73198000000001,10.737150000000057,10.721559999999936,10.720915384615427,10.750763127925342,10.725204999999963,10.699646872074585,10.743754840293366,10.71550000000002,10.687245159706674,US83304A1060,1.1458081255238253,2024-08-01,2024-10-29,Neutral,12.684848,USD,Buy,Large caps,0.005,200000000.0,0.005,0.004,0.019253413900765074,0.7446357574237912
CAVA,"CAVA Group, Inc.",Restaurants,Consumer services,NYSE,"Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",15829970787.0,USD,138.47,USD,139.4,USD,0.4799999999999897,USD,0.3466454827760452,0.6716256228786067,96073071.98214,1917032,1917332.0,14893,1588282.7,2137257.9,2839283.8666666667,3.767248302548001,2.503236531746691,2.8587454116185715,138.89666666666668,380.7258729722298,1.3871518959911215,1.176939998488483,1.8645604,3.3684273,3.3684273,3.798867217443149,6.665548902195609,2.5128711918483067,1.8445272211152428,0.8640715898742857,0.5434547547422155,1.232897762888784,0.1211844566921171,0.5976414748968479,141.25,USD,141.25,USD,141.25,USD,141.25,USD,141.25,USD,139.1,USD,139.55,USD,139.85,USD,139.85,USD,139.85,USD,141.25,USD,141.25,USD,141.25,USD,141.25,USD,86134.7517730496,USD,138.7839999999996,138.9637499999999,139.21948000000003,139.39116923076878,139.91531187863632,139.25886500000044,138.60241812136456,140.23609441180707,139.54101000000003,138.84592558819298,US1489291021,1.176939998488483,2024-02-26,2024-11-12,Buy,119.416667,USD,Strong sell,Large caps,0.005,200000000.0,0.005,0.004,0.009376794194131814,2.6525629024752595
GFI,Gold Fields Limited,Precious metals,Non-energy minerals,NYSE,PHLX Gold/Silver Sector,15402683706.6069,USD,17.24,USD,17.33,USD,0.1300000000000025,USD,0.7540603248260009,0.5220417633410664,895013259.712,2157961,2157961.0,14588,2883292.9,2858322.033333333,3182487.1666666665,2.0099038741625543,2.450073743680493,2.36384706162086,17.265,24.75944276892144,0.7852610305178443,0.7512348689842553,0.76785374,0.8916069,1.2065094,2.947071115534734,8.218803809256071,5.147630044033912,3.5826568066994677,1.4833317770099916,0.671808382959754,0.7703188912531259,0.1393171325454228,0.6447713837595305,18.96,USD,18.96,USD,18.96,USD,18.965,USD,35.293415,USD,17.245,USD,17.255,USD,17.255,USD,17.255,USD,17.255,USD,17.29,USD,17.39,USD,17.39,USD,18.96,USD,714737.176433222,USD,17.222999999999963,17.22125000000004,17.234999999999957,17.222307692307687,17.25825793539332,17.22675000000004,17.195242064606763,17.26227671428937,17.225999999999992,17.189723285710613,US38059T1060,0.7512348689842553,2024-08-27,2025-02-13,Neutral,18.506281,USD,Neutral,Large caps,0.005,200000000.0,0.005,0.004,0.005059492915201227,1.5966189759074938
NMR,Nomura Holdings Inc,Investment banks/Brokers,Finance,NYSE,,15059036491.755049,USD,5.17,USD,5.2,USD,0.0300000000000002,USD,0.5802707930367553,0.5802707930367553,2954415664.6276,624551,624551.0,3606,657090.8,806241.4333333333,798912.9777777778,1.8518518518518643,1.495479402943086,1.5776720414162655,5.165,11.455794371814758,1.3038291945487328,0.961622760252456,1.3038409,0.664486,0.6389721,2.9470397167273084,2.880482890599314,5.200253689908593,3.646828413711037,2.393887669380124,1.3731520068370822,1.3681019235162897,0.1578835114035547,0.2763849368612467,5.55,USD,6.2,USD,6.41,USD,6.6175,USD,24.3,USD,5.19,USD,5.19,USD,5.19,USD,5.19,USD,5.19,USD,5.195,USD,5.195,USD,5.195,USD,5.55,USD,1070665.56075709,USD,5.181999999999982,5.1824999999999966,5.181,5.177992307692319,5.190895808193233,5.182250000000016,5.173604191806799,5.188537450994997,5.176744999999995,5.164952549004993,US65535H2085,0.961622760252456,2024-07-30,2024-11-01,Buy,6.601224,USD,Sell,Large caps,0.005,200000000.0,0.005,0.004,0.005487826035610299,0.553911993983883
THC,Tenet Healthcare Corporation,Hospital/Nursing management,Health services,NYSE,"S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",13366211111.000002,USD,139.49,USD,151.99,USD,6.509999999999991,USD,4.66700121872535,8.96121585776758,93435457.268,1782751,1782751.0,17723,1212085.1,1159665.9,1192199.1444444444,2.2434745092399546,3.379249278935802,2.828217541936026,140.25,5.1033922613124165,1.4965621481962292,1.5777203968622786,1.4106747,1.4914019,2.1439881,4.004503961072908,10.37741717376606,7.913550436628346,4.645972333673925,1.7941692490740304,0.8368328610512441,1.1168303827015724,0.3456949029872347,0.927498514773184,166.33,USD,171.2,USD,171.2,USD,171.2,USD,210.0,USD,139.84,USD,140.25,USD,140.36,USD,140.36,USD,140.36,USD,140.36,USD,142.19,USD,142.19,USD,166.0,USD,192938.96713615,USD,139.68000000000015,139.76750000000007,139.93800000000044,139.9353923076924,140.3707003831812,139.9670000000002,139.56329961681922,140.34656779583096,139.84950499999897,139.35244220416698,US88033G4073,1.5777203968622786,2024-10-29,2025-02-06,Strong buy,179.0,USD,Strong sell,Large caps,0.005,200000000.0,0.005,0.004,0.014621910623272243,1.3113478276114294
FFIV,"F5, Inc.",Packaged software,Technology services,NASDAQ,"S&P 500, NASDAQ Composite, S&P 500 Information Technology, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000, NASDAQ Computer",12726992654.0,USD,218.36,USD,242.5,USD,20.639999999999983,USD,9.452280637479385,11.055138303718625,57885093.575600006,1357734,1357792.0,8870,614241.8,616990.9333333333,567595.7888888889,1.4433752775721709,1.4521425992370367,1.20817601601706,217.9333333333333,23.475026338988155,2.9430953020070456,2.5217145818204107,0.7190339,1.0744451,1.0605177,1.4361029668881298,4.549588689188806,6.917618756851003,7.480132762039531,4.0641643293185945,2.80727046456395,4.209452170889044,0.4950140114435751,0.977559547863271,224.47,USD,224.47,USD,224.47,USD,224.47,USD,249.0,USD,219.04,USD,219.28,USD,219.28,USD,219.28,USD,219.28,USD,219.28,USD,219.28,USD,219.28,USD,224.47,USD,431203.096259963,USD,218.6679999999999,218.8287499999999,218.9179999999993,218.6906615384615,219.32259964231596,218.93166499999936,218.5407303576828,219.22733694273424,218.5214300000006,217.81552305726697,US3156161024,2.5217145818204107,2024-10-28,2025-01-28,Neutral,238.3,USD,Neutral,Large caps,0.005,200000000.0,0.005,0.004,0.014440567216363326,0.6576813277954975
