Ticker,ESTC,ESTC,ESTC,ESTC,ESTC,PLTR,PLTR,PLTR,PLTR,PLTR,SOFI,SOFI,SOFI,SOFI,SOFI
Price,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Date,,,,,,,,,,,,,,,
2020-01-03,66.08000183105469,66.41000366210938,64.91999816894531,65.0999984741211,495100,,,,,,,,,,
2020-01-06,67.80999755859375,68.75,64.91000366210938,65.0,2013500,,,,,,,,,,
2020-01-07,69.4000015258789,70.05000305175781,67.80999755859375,68.05999755859375,1771000,,,,,,,,,,
2020-01-08,69.7699966430664,70.4000015258789,68.58999633789062,69.0999984741211,690000,,,,,,,,,,
2020-01-09,69.37000274658203,70.26000213623047,66.63999938964844,70.26000213623047,1882900,,,,,,,,,,
2020-01-10,69.22000122070312,70.72000122070312,68.41000366210938,70.54000091552734,1753700,,,,,,,,,,
2020-01-13,68.69000244140625,70.5,68.55999755859375,69.22000122070312,1259500,,,,,,,,,,
2020-01-14,70.66999816894531,71.80999755859375,68.52999877929688,69.16000366210938,1212000,,,,,,,,,,
2020-01-15,71.5,73.4800033569336,70.77999877929688,70.8499984741211,1180200,,,,,,,,,,
2020-01-16,71.87000274658203,72.5,71.0,71.86000061035156,500700,,,,,,,,,,
2020-01-17,70.47000122070312,72.41000366210938,70.20999908447266,71.98999786376953,681100,,,,,,,,,,
2020-01-21,70.33000183105469,70.80999755859375,69.30999755859375,70.1500015258789,595200,,,,,,,,,,
2020-01-22,68.91999816894531,71.81999969482422,68.73999786376953,70.91999816894531,751100,,,,,,,,,,
2020-01-23,68.02999877929688,69.11000061035156,66.91999816894531,68.80000305175781,950600,,,,,,,,,,
2020-01-24,66.38999938964844,69.79000091552734,66.19999694824219,68.66999816894531,693000,,,,,,,,,,
2020-01-27,65.11000061035156,65.23999786376953,63.529998779296875,64.43000030517578,1531500,,,,,,,,,,
2020-01-28,65.98999786376953,66.25,64.29000091552734,65.5999984741211,706900,,,,,,,,,,
2020-01-29,66.2699966430664,67.19000244140625,65.58999633789062,66.5199966430664,762300,,,,,,,,,,
2020-01-30,66.13999938964844,66.75,64.5,66.30000305175781,638500,,,,,,,,,,
2020-01-31,64.87999725341797,66.27999877929688,63.79999923706055,65.98999786376953,692400,,,,,,,,,,
2020-02-03,65.5,66.33999633789062,64.81999969482422,65.1500015258789,1153400,,,,,,,,,,
2020-02-04,69.7300033569336,70.20999908447266,66.31999969482422,66.83999633789062,1077100,,,,,,,,,,
2020-02-05,67.16000366210938,71.33999633789062,66.08000183105469,70.68000030517578,1312400,,,,,,,,,,
2020-02-06,69.05999755859375,70.23999786376953,67.04000091552734,67.45999908447266,1318600,,,,,,,,,,
2020-02-07,69.5999984741211,70.05999755859375,67.72000122070312,69.3499984741211,1537800,,,,,,,,,,
2020-02-10,71.5,71.5,68.70999908447266,69.33999633789062,953400,,,,,,,,,,
2020-02-11,71.5,72.9000015258789,71.41000366210938,72.0,1108100,,,,,,,,,,
2020-02-12,72.20999908447266,72.7300033569336,71.6500015258789,72.05999755859375,884600,,,,,,,,,,
2020-02-13,72.13999938964844,72.36000061035156,70.86000061035156,71.41999816894531,432500,,,,,,,,,,
2020-02-14,72.61000061035156,73.16999816894531,71.61000061035156,72.23999786376953,430300,,,,,,,,,,
2020-02-18,73.19999694824219,73.94999694824219,72.12000274658203,72.45999908447266,672400,,,,,,,,,,
2020-02-19,73.55999755859375,74.9800033569336,73.26000213623047,73.45999908447266,520900,,,,,,,,,,
2020-02-20,73.58000183105469,74.83999633789062,72.0,73.54000091552734,768000,,,,,,,,,,
2020-02-21,72.77999877929688,73.45999908447266,71.16000366210938,73.13999938964844,817000,,,,,,,,,,
2020-02-24,71.30000305175781,71.30999755859375,67.75,67.77999877929688,1241800,,,,,,,,,,
2020-02-25,66.1500015258789,72.5199966430664,65.9000015258789,72.37000274658203,1972000,,,,,,,,,,
2020-02-26,63.79999923706055,68.58999633789062,63.31999969482422,66.48999786376953,2160400,,,,,,,,,,
2020-02-27,71.93000030517578,77.27999877929688,63.0,63.0099983215332,5730600,,,,,,,,,,
2020-02-28,73.86000061035156,75.77999877929688,69.47000122070312,69.47000122070312,2324600,,,,,,,,,,
2020-03-02,72.73999786376953,73.44000244140625,68.20999908447266,72.8499984741211,1789100,,,,,,,,,,
2020-03-03,67.66999816894531,71.95999908447266,66.87000274658203,71.69999694824219,2817800,,,,,,,,,,
2020-03-04,71.83000183105469,71.83999633789062,67.5199966430664,69.77999877929688,1866800,,,,,,,,,,
2020-03-05,71.86000061035156,72.12000274658203,70.08999633789062,70.37000274658203,1727800,,,,,,,,,,
2020-03-06,64.13999938964844,69.4800033569336,63.43000030517578,68.86000061035156,1988400,,,,,,,,,,
2020-03-09,55.86000061035156,59.099998474121094,55.81999969482422,58.0099983215332,2304000,,,,,,,,,,
2020-03-10,58.0,58.970001220703125,54.52000045776367,58.540000915527344,1844700,,,,,,,,,,
2020-03-11,52.79999923706055,57.5,52.209999084472656,57.15999984741211,1496600,,,,,,,,,,
2020-03-12,48.7599983215332,50.59000015258789,45.02000045776367,46.0099983215332,2383000,,,,,,,,,,
2020-03-13,51.52000045776367,52.029998779296875,46.79999923706055,52.0099983215332,1125400,,,,,,,,,,
2020-03-16,45.369998931884766,46.849998474121094,41.630001068115234,46.25,2706100,,,,,,,,,,
2020-03-17,45.7599983215332,46.380001068115234,39.0099983215332,45.47999954223633,2385100,,,,,,,,,,
2020-03-18,44.119998931884766,46.7400016784668,41.310001373291016,43.0,1833300,,,,,,,,,,
2020-03-19,48.16999816894531,50.58000183105469,42.0099983215332,43.5,1883000,,,,,,,,,,
2020-03-20,49.959999084472656,54.7400016784668,48.79999923706055,50.279998779296875,2147700,,,,,,,,,,
2020-03-23,48.72999954223633,50.689998626708984,45.5099983215332,49.900001525878906,1491300,,,,,,,,,,
2020-03-24,55.0,56.310001373291016,50.54999923706055,52.0,1293100,,,,,,,,,,
2020-03-25,56.279998779296875,58.0,53.97999954223633,55.0,1380200,,,,,,,,,,
2020-03-26,56.40999984741211,59.34000015258789,55.34000015258789,57.119998931884766,2348400,,,,,,,,,,
2020-03-27,53.619998931884766,54.20000076293945,51.900001525878906,53.880001068115234,881400,,,,,,,,,,
2020-03-30,55.689998626708984,55.880001068115234,53.06999969482422,53.790000915527344,667000,,,,,,,,,,
2020-03-31,55.810001373291016,58.939998626708984,54.310001373291016,55.59000015258789,1037300,,,,,,,,,,
2020-04-01,51.689998626708984,55.45000076293945,51.47999954223633,54.529998779296875,1213900,,,,,,,,,,
2020-04-02,48.59000015258789,52.689998626708984,48.11000061035156,52.27000045776367,2369200,,,,,,,,,,
2020-04-03,47.38999938964844,49.869998931884766,46.27000045776367,48.77000045776367,3206700,,,,,,,,,,
2020-04-06,52.59000015258789,53.099998474121094,49.119998931884766,49.5,1087900,,,,,,,,,,
2020-04-07,51.7599983215332,55.2400016784668,51.349998474121094,55.0,1435300,,,,,,,,,,
2020-04-08,55.720001220703125,56.959999084472656,52.119998931884766,52.529998779296875,1837000,,,,,,,,,,
2020-04-09,54.0,56.869998931884766,52.369998931884766,56.75,1111700,,,,,,,,,,
2020-04-13,53.93000030517578,54.2599983215332,51.52000045776367,54.0,3044000,,,,,,,,,,
2020-04-14,56.75,57.36000061035156,55.47999954223633,55.5,906600,,,,,,,,,,
2020-04-15,58.06999969482422,58.93000030517578,54.7599983215332,54.81999969482422,1638000,,,,,,,,,,
2020-04-16,58.5,60.279998779296875,57.439998626708984,59.25,850500,,,,,,,,,,
2020-04-17,61.369998931884766,61.529998779296875,59.52000045776367,59.810001373291016,1035500,,,,,,,,,,
2020-04-20,61.279998779296875,63.0,60.33000183105469,60.33000183105469,1794200,,,,,,,,,,
2020-04-21,58.560001373291016,62.0,57.040000915527344,60.209999084472656,820000,,,,,,,,,,
2020-04-22,60.279998779296875,61.0,59.459999084472656,60.31999969482422,1287700,,,,,,,,,,
2020-04-23,59.9900016784668,61.77000045776367,59.790000915527344,60.0,324500,,,,,,,,,,
2020-04-24,61.150001525878906,61.560001373291016,59.47999954223633,60.380001068115234,992800,,,,,,,,,,
2020-04-27,62.189998626708984,63.369998931884766,61.0,62.0,695300,,,,,,,,,,
2020-04-28,60.70000076293945,63.2599983215332,60.400001525878906,63.2599983215332,652800,,,,,,,,,,
2020-04-29,63.61000061035156,64.47000122070312,60.5099983215332,61.84000015258789,702200,,,,,,,,,,
2020-04-30,64.13999938964844,65.58999633789062,62.70000076293945,63.709999084472656,951800,,,,,,,,,,
2020-05-01,62.13999938964844,63.29999923706055,61.59000015258789,61.79999923706055,533500,,,,,,,,,,
2020-05-04,63.08000183105469,63.5,60.68000030517578,61.38999938964844,838100,,,,,,,,,,
2020-05-05,63.68000030517578,66.19000244140625,63.349998474121094,64.0,677200,,,,,,,,,,
2020-05-06,65.54000091552734,65.9800033569336,64.5,64.86000061035156,1208300,,,,,,,,,,
2020-05-07,70.56999969482422,70.87000274658203,66.66999816894531,67.44999694824219,1523900,,,,,,,,,,
2020-05-08,71.72000122070312,72.55000305175781,70.01000213623047,72.13999938964844,628100,,,,,,,,,,
2020-05-11,71.62000274658203,72.5999984741211,71.05999755859375,71.44000244140625,1685100,,,,,,,,,,
2020-05-12,70.62000274658203,73.4000015258789,70.31999969482422,72.5999984741211,791700,,,,,,,,,,
2020-05-13,69.1500015258789,72.19999694824219,68.01000213623047,70.51000213623047,641900,,,,,,,,,,
2020-05-14,69.83999633789062,70.22000122070312,66.80000305175781,68.58000183105469,583400,,,,,,,,,,
2020-05-15,70.6500015258789,71.88999938964844,69.31999969482422,69.62999725341797,804300,,,,,,,,,,
2020-05-18,71.5,74.4000015258789,71.38999938964844,74.4000015258789,706700,,,,,,,,,,
2020-05-19,73.91000366210938,74.7300033569336,71.5,72.0999984741211,664300,,,,,,,,,,
2020-05-20,75.47000122070312,75.9000015258789,74.20999908447266,74.20999908447266,1986000,,,,,,,,,,
2020-05-21,76.44999694824219,77.5,74.7300033569336,76.52999877929688,1203200,,,,,,,,,,
2020-05-22,83.47000122070312,84.97000122070312,77.52999877929688,78.23999786376953,3163900,,,,,,,,,,
2020-05-26,84.94999694824219,87.16000366210938,84.37999725341797,86.0,4333100,,,,,,,,,,
2020-05-27,80.62999725341797,84.98999786376953,77.23999786376953,84.0,1628400,,,,,,,,,,
2020-05-28,81.69999694824219,84.77999877929688,80.08999633789062,80.08999633789062,880300,,,,,,,,,,
2020-05-29,85.91999816894531,86.20999908447266,81.80000305175781,82.76000213623047,2542400,,,,,,,,,,
2020-06-01,89.66000366210938,90.12000274658203,85.69999694824219,85.69999694824219,2528900,,,,,,,,,,
2020-06-02,88.73999786376953,90.5999984741211,85.6500015258789,90.3499984741211,2439100,,,,,,,,,,
2020-06-03,89.2699966430664,90.16999816894531,87.62999725341797,88.73999786376953,5663700,,,,,,,,,,
2020-06-04,85.8499984741211,88.55000305175781,82.0,83.13999938964844,3298200,,,,,,,,,,
2020-06-05,86.9000015258789,88.27999877929688,83.58999633789062,85.2300033569336,1763200,,,,,,,,,,
2020-06-08,82.19000244140625,84.2699966430664,80.19000244140625,83.30000305175781,2436700,,,,,,,,,,
2020-06-09,81.94999694824219,82.87999725341797,80.76000213623047,81.86000061035156,2021900,,,,,,,,,,
2020-06-10,81.98999786376953,83.1500015258789,80.75,82.20999908447266,1420500,,,,,,,,,,
2020-06-11,79.0999984741211,81.44000244140625,78.0,79.5999984741211,1284800,,,,,,,,,,
2020-06-12,83.48999786376953,83.58999633789062,80.16000366210938,80.31999969482422,1922000,,,,,,,,,,
2020-06-15,86.20999908447266,86.79000091552734,81.06999969482422,81.91000366210938,1695500,,,,,,,,,,
2020-06-16,87.26000213623047,87.93000030517578,84.51000213623047,87.47000122070312,1415900,,,,,,,,,,
2020-06-17,87.7300033569336,89.9000015258789,87.16999816894531,87.8499984741211,1109600,,,,,,,,,,
2020-06-18,89.51000213623047,90.19000244140625,87.75,87.93000030517578,1361000,,,,,,,,,,
2020-06-19,90.66999816894531,91.58999633789062,89.0199966430664,90.25,1888500,,,,,,,,,,
2020-06-22,93.47000122070312,93.62999725341797,90.44999694824219,91.12999725341797,1992900,,,,,,,,,,
2020-06-23,92.86000061035156,95.19000244140625,92.22000122070312,93.76000213623047,1910400,,,,,,,,,,
2020-06-24,91.1500015258789,93.52999877929688,89.81999969482422,92.80000305175781,1746200,,,,,,,,,,
2020-06-25,92.97000122070312,93.16999816894531,89.8499984741211,91.05000305175781,1042800,,,,,,,,,,
2020-06-26,92.11000061035156,94.5,90.80999755859375,93.4000015258789,1219400,,,,,,,,,,
2020-06-29,91.76000213623047,92.29000091552734,89.18000030517578,91.54000091552734,941800,,,,,,,,,,
2020-06-30,92.20999908447266,94.0,91.68000030517578,92.0,1052900,,,,,,,,,,
2020-07-01,94.72000122070312,96.05000305175781,91.98999786376953,92.08000183105469,1833700,,,,,,,,,,
2020-07-02,94.58000183105469,96.79000091552734,94.55999755859375,96.08999633789062,1220200,,,,,,,,,,
2020-07-06,93.54000091552734,96.66999816894531,93.0999984741211,95.95999908447266,1112100,,,,,,,,,,
2020-07-07,93.31999969482422,95.5,93.0,93.52999877929688,1012200,,,,,,,,,,
2020-07-08,96.58999633789062,96.91999816894531,93.79000091552734,93.94000244140625,844800,,,,,,,,,,
2020-07-09,98.31999969482422,99.55999755859375,95.08000183105469,97.8499984741211,1101300,,,,,,,,,,
2020-07-10,95.2300033569336,98.37000274658203,94.58999633789062,98.16000366210938,541700,,,,,,,,,,
2020-07-13,89.69999694824219,96.97000122070312,89.33000183105469,96.18000030517578,1064400,,,,,,,,,,
2020-07-14,88.93000030517578,89.20999908447266,84.66999816894531,88.01000213623047,2583500,,,,,,,,,,
2020-07-15,89.76000213623047,90.33999633789062,87.93000030517578,89.44000244140625,989300,,,,,,,,,,
2020-07-16,88.41999816894531,89.5,87.7300033569336,88.72000122070312,796100,,,,,,,,,,
2020-07-17,90.36000061035156,90.75,88.4000015258789,89.1500015258789,986200,,,,,,,,,,
2020-07-20,92.9800033569336,93.48999786376953,91.01000213623047,91.01000213623047,699200,,,,,,,,,,
2020-07-21,91.69999694824219,94.56999969482422,91.38999938964844,93.91000366210938,795800,,,,,,,,,,
2020-07-22,91.83999633789062,93.5,91.0,92.27999877929688,464200,,,,,,,,,,
2020-07-23,91.3499984741211,95.7699966430664,90.1500015258789,92.23999786376953,859700,,,,,,,,,,
2020-07-24,88.81999969482422,90.5999984741211,88.22000122070312,90.16999816894531,672800,,,,,,,,,,
2020-07-27,90.44000244140625,90.7699966430664,87.9000015258789,89.5199966430664,750400,,,,,,,,,,
2020-07-28,89.87999725341797,92.12999725341797,89.5,90.22000122070312,347900,,,,,,,,,,
2020-07-29,93.41999816894531,94.06999969482422,90.70999908447266,90.79000091552734,580300,,,,,,,,,,
2020-07-30,94.62000274658203,94.7300033569336,91.08999633789062,92.0,410700,,,,,,,,,,
2020-07-31,96.19000244140625,96.27999877929688,92.83999633789062,95.73999786376953,441500,,,,,,,,,,
2020-08-03,97.91999816894531,99.16000366210938,96.06999969482422,97.0,1046200,,,,,,,,,,
2020-08-04,95.66999816894531,98.33999633789062,94.16999816894531,97.81999969482422,714800,,,,,,,,,,
2020-08-05,94.7300033569336,96.56999969482422,94.37999725341797,96.0,527700,,,,,,,,,,
2020-08-06,91.51000213623047,95.30999755859375,91.4800033569336,95.30999755859375,566300,,,,,,,,,,
2020-08-07,85.3499984741211,90.83999633789062,83.91000366210938,90.37000274658203,1610600,,,,,,,,,,
2020-08-10,83.94000244140625,86.11000061035156,81.04000091552734,85.70999908447266,1055800,,,,,,,,,,
2020-08-11,83.8499984741211,86.33999633789062,80.18000030517578,83.0,860400,,,,,,,,,,
2020-08-12,87.08000183105469,89.1500015258789,83.94999694824219,83.94999694824219,1966600,,,,,,,,,,
2020-08-13,89.66000366210938,91.29000091552734,87.88999938964844,88.16999816894531,929500,,,,,,,,,,
2020-08-14,91.47000122070312,92.16000366210938,90.22000122070312,90.58999633789062,668700,,,,,,,,,,
2020-08-17,92.6500015258789,93.58999633789062,91.38999938964844,92.30000305175781,835800,,,,,,,,,,
2020-08-18,93.52999877929688,94.25,92.0199966430664,92.93000030517578,831800,,,,,,,,,,
2020-08-19,97.30000305175781,98.02999877929688,93.83999633789062,94.95999908447266,713700,,,,,,,,,,
2020-08-20,106.9800033569336,107.93000030517578,99.48999786376953,100.0,2938100,,,,,,,,,,
2020-08-21,105.94000244140625,109.55000305175781,105.55999755859375,107.37999725341797,1362500,,,,,,,,,,
2020-08-24,103.3499984741211,108.19999694824219,102.27999877929688,106.41000366210938,1308700,,,,,,,,,,
2020-08-25,104.33000183105469,105.93000030517578,101.01000213623047,102.63999938964844,1168400,,,,,,,,,,
2020-08-26,112.9800033569336,113.5199966430664,106.48999786376953,107.83999633789062,2469200,,,,,,,,,,
2020-08-27,111.16000366210938,117.52999877929688,109.43000030517578,117.52999877929688,2499100,,,,,,,,,,
2020-08-28,110.38999938964844,114.33000183105469,109.5,111.38999938964844,1161800,,,,,,,,,,
2020-08-31,108.58000183105469,110.80000305175781,106.8499984741211,109.87999725341797,1050900,,,,,,,,,,
2020-09-01,109.91999816894531,112.9000015258789,108.91000366210938,108.93000030517578,1172800,,,,,,,,,,
2020-09-02,106.38999938964844,110.97000122070312,104.20999908447266,110.97000122070312,1429100,,,,,,,,,,
2020-09-03,101.91999816894531,104.70999908447266,100.23999786376953,104.70999908447266,1130100,,,,,,,,,,
2020-09-04,100.13999938964844,103.2699966430664,94.02999877929688,101.20999908447266,1321000,,,,,,,,,,
2020-09-08,99.77999877929688,103.38999938964844,96.0,96.0,1038800,,,,,,,,,,
2020-09-09,102.05999755859375,103.94000244140625,98.93000030517578,101.16999816894531,839400,,,,,,,,,,
2020-09-10,101.87999725341797,105.04000091552734,101.47000122070312,102.81999969482422,752800,,,,,,,,,,
2020-09-11,100.79000091552734,105.51000213623047,100.11000061035156,103.25,866700,,,,,,,,,,
2020-09-14,102.66999816894531,104.9000015258789,102.08999633789062,102.23999786376953,999500,,,,,,,,,,
2020-09-15,103.76000213623047,104.69999694824219,101.72000122070312,103.88999938964844,776900,,,,,,,,,,
2020-09-16,106.0999984741211,107.26000213623047,104.16999816894531,104.8499984741211,1472800,,,,,,,,,,
2020-09-17,102.29000091552734,103.98999786376953,100.4800033569336,103.98999786376953,996500,,,,,,,,,,
2020-09-18,103.19999694824219,103.38999938964844,99.87999725341797,102.80000305175781,2696800,,,,,,,,,,
2020-09-21,108.44999694824219,108.7300033569336,100.94000244140625,101.5,1216500,,,,,,,,,,
2020-09-22,108.27999877929688,109.08000183105469,105.16000366210938,108.45999908447266,1058100,,,,,,,,,,
2020-09-23,105.27999877929688,109.69999694824219,105.0,107.36000061035156,1450400,,,,,,,,,,
2020-09-24,104.70999908447266,105.44999694824219,101.87999725341797,105.08999633789062,581700,,,,,,,,,,
2020-09-25,106.38999938964844,106.91999816894531,101.5999984741211,101.5999984741211,886900,,,,,,,,,,
2020-09-28,108.76000213623047,110.12999725341797,107.4000015258789,108.0,840800,,,,,,,,,,
2020-09-29,108.47000122070312,109.47000122070312,107.01000213623047,108.79000091552734,1424000,,,,,,,,,,
2020-09-30,107.88999938964844,109.87000274658203,106.51000213623047,108.16000366210938,704700,9.5,11.40999984741211,9.109999656677246,10.0,338584400.0,,,,,
2020-10-01,111.83000183105469,113.36000061035156,109.62999725341797,109.9000015258789,948700,9.460000038146973,10.100000381469727,9.229999542236328,9.6899995803833,124297600.0,,,,,
2020-10-02,110.86000061035156,112.94000244140625,107.5,108.41000366210938,551200,9.199999809265137,9.279999732971191,8.9399995803833,9.0600004196167,55018300.0,,,,,
2020-10-05,113.5199966430664,114.05000305175781,110.62999725341797,111.94999694824219,522000,9.029999732971191,9.489999771118164,8.920000076293945,9.430000305175781,36316900.0,,,,,
2020-10-06,115.94999694824219,119.33000183105469,114.69999694824219,116.23999786376953,1125000,9.899999618530273,10.180000305175781,8.899999618530273,9.039999961853027,90864000.0,,,,,
2020-10-07,119.05999755859375,121.04000091552734,116.79000091552734,118.02999877929688,914500,10.0,10.489999771118164,9.989999771118164,10.039999961853027,54672400.0,,,,,
2020-10-08,119.23999786376953,121.93000030517578,118.19000244140625,120.47000122070312,474700,10.0,10.399999618530273,9.989999771118164,10.289999961853027,34989200.0,,,,,
2020-10-09,122.30000305175781,122.70999908447266,119.62999725341797,120.04000091552734,750000,9.949999809265137,10.1899995803833,9.890000343322754,10.130000114440918,19653500.0,,,,,
2020-10-12,125.0,127.9000015258789,121.01000213623047,123.66999816894531,1265200,9.890000343322754,10.050000190734863,9.65999984741211,10.039999961853027,20623600.0,,,,,
2020-10-13,125.66000366210938,126.95999908447266,124.25,125.19000244140625,1122200,9.470000267028809,9.880000114440918,9.40999984741211,9.880000114440918,21847200.0,,,,,
2020-10-14,124.13999938964844,127.48999786376953,123.62000274658203,127.08000183105469,910100,9.34000015258789,9.65999984741211,9.289999961853027,9.600000381469727,13652600.0,,,,,
2020-10-15,120.13999938964844,123.0,118.16999816894531,120.05999755859375,1293200,9.90999984741211,9.90999984741211,9.180000305175781,9.270000457763672,12924100.0,,,,,
2020-10-16,120.4800033569336,123.97000122070312,119.44999694824219,122.5999984741211,689900,9.710000038146973,9.949999809265137,9.65999984741211,9.9399995803833,11142500.0,,,,,
2020-10-19,119.30000305175781,124.20999908447266,119.11000061035156,122.05000305175781,458500,9.569999694824219,9.819999694824219,9.529999732971191,9.789999961853027,9126400.0,,,,,
2020-10-20,117.18000030517578,121.06999969482422,117.05000305175781,119.76000213623047,612500,9.270000457763672,9.65999984741211,9.270000457763672,9.600000381469727,11138200.0,,,,,
2020-10-21,114.25,118.73999786376953,113.9000015258789,117.98999786376953,459400,9.199999809265137,9.479999542236328,9.199999809265137,9.300000190734863,9190000.0,,,,,
2020-10-22,109.48999786376953,115.41999816894531,108.94999694824219,115.02999877929688,889300,9.680000305175781,9.75,9.220000267028809,9.369999885559082,17928600.0,,,,,
2020-10-23,109.0,109.58999633789062,106.76000213623047,109.26000213623047,579100,9.489999771118164,9.829999923706055,9.470000267028809,9.710000038146973,12618000.0,,,,,
2020-10-26,106.44999694824219,109.37000274658203,103.37999725341797,108.12000274658203,1837500,9.949999809265137,9.970000267028809,9.600000381469727,9.720000267028809,23767300.0,,,,,
2020-10-27,107.9000015258789,109.56999969482422,107.27999877929688,107.62999725341797,1028800,10.949999809265137,11.039999961853027,9.920000076293945,10.0,53695900.0,,,,,
2020-10-28,106.04000091552734,107.0,104.23999786376953,106.4000015258789,959200,10.850000381469727,10.984999656677246,10.100000381469727,10.65999984741211,30941700.0,,,,,
2020-10-29,105.25,108.69999694824219,104.29000091552734,107.44999694824219,541400,10.75,11.100000381469727,10.5600004196167,10.899999618530273,20515700.0,,,,,
2020-10-30,101.41000366210938,105.19000244140625,100.5,104.25,880900,10.130000114440918,10.680000305175781,9.850000381469727,10.609999656677246,19705500.0,,,,,
2020-11-02,99.23999786376953,103.93000030517578,97.4800033569336,101.81999969482422,973800,10.539999961853027,10.569999694824219,10.229999542236328,10.229999542236328,11677800.0,,,,,
2020-11-03,99.9800033569336,101.69999694824219,99.30999755859375,100.0,791700,10.5,10.9399995803833,10.4399995803833,10.569999694824219,21652800.0,,,,,
2020-11-04,107.98999786376953,109.93000030517578,104.18000030517578,104.18000030517578,989900,10.720000267028809,10.920000076293945,10.550000190734863,10.819999694824219,15783400.0,,,,,
2020-11-05,114.23999786376953,114.36000061035156,109.94999694824219,111.86000061035156,848400,11.880000114440918,12.130000114440918,10.850000381469727,10.899999618530273,48560400.0,,,,,
2020-11-06,112.5,114.48999786376953,110.2300033569336,113.94000244140625,440600,13.829999923706055,14.960000038146973,12.050000190734863,12.220000267028809,89977600.0,,,,,
2020-11-09,104.93000030517578,112.2699966430664,104.72000122070312,108.0,812000,14.670000076293945,15.899999618530273,14.109999656677246,14.960000038146973,60099000.0,,,,,
2020-11-10,101.6500015258789,104.26000213623047,98.1500015258789,103.56999969482422,818000,14.0,15.010000228881836,13.180000305175781,14.989999771118164,38078700.0,,,,,
2020-11-11,101.0,105.36000061035156,100.63999938964844,103.11000061035156,1347600,15.960000038146973,15.970000267028809,14.399999618530273,14.569999694824219,47027900.0,,,,,
2020-11-12,101.30999755859375,104.58999633789062,100.61000061035156,102.5999984741211,987300,14.579999923706055,17.059999465942383,14.40999984741211,16.65999984741211,97904000.0,,,,,
2020-11-13,102.27999877929688,103.94000244140625,100.72000122070312,101.80999755859375,748700,15.800000190734863,16.0,14.489999771118164,14.489999771118164,76354800.0,,,,,
2020-11-16,101.6500015258789,102.30999755859375,100.12999725341797,102.05000305175781,684600,15.930000305175781,16.100000381469727,15.010000228881836,15.960000038146973,65326000.0,,,,,
